Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;99;Marketplace Product Operations Manager;Grande São Paulo (SP) ;24/05 14:00;https://www.linkedin.com/jobs/view/4410757111/;https://media.licdn.com/dms/image/v2/D4D0BAQGvkxxN_jUX3Q/company-logo_100_100/company-logo_100_100/0/1719800835083/99app_logo?e=1781136000&v=beta&t=zwcxKPTGHilNu2aZKGVOH9LCF0g0icXJf3L0DYFAB4w;Operations > Operations Manager;https://www.linkedin.com/company/99/about/;Software e Serviços de TI;careers.didiglobal.com;99;1.0;https://www.linkedin.com/jobs/view/4410757111/;https://www.linkedin.com/jobs/view/4410757111/;Hybrid;Liderança/Gerência;25/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
2;Agibank;Gerente de Produtos - Meios de Pagamentos - Campinas/SP;Campinas (SP);25/05 06:00;https://www.linkedin.com/jobs/view/4411667483/;https://media.licdn.com/dms/image/v2/C560BAQEjCCKGMhA9Yw/company-logo_100_100/company-logo_100_100/0/1630377372677/agibank_logo?e=1781136000&v=beta&t=caba07WDBK5QzAMpJvmxXg6liaDjBUOOa_TD8MnGe5E;Middle > Manager;https://www.linkedin.com/company/agibank/about/;Serviços Financeiros;Greenhouse;agibank;2.0;https://www.linkedin.com/jobs/view/4411667483/;https://www.linkedin.com/jobs/view/4411667483/;On-site;Mid, Liderança/Gerência;25/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
3;Bees Brasil;Product Manager | Frontline;Brasil;25/05 10:00;https://www.linkedin.com/jobs/view/4417888135/;https://media.licdn.com/dms/image/v2/C4D0BAQHm1ULYG7xpsw/company-logo_100_100/company-logo_100_100/0/1630576352748/beesbrasil_logo?e=1781136000&v=beta&t=UqVK4fYzYlbRhb3Ug34vJpVH-b4LsQFZOnEIeRVQ31E;Produtos > Product Manager;https://www.linkedin.com/company/bees-brasil/about/;-;Greenhouse;bees brasil;1.0;https://www.linkedin.com/jobs/view/4417888135/;https://www.linkedin.com/jobs/view/4417888135/;Remote;Liderança/Gerência, Product Owner/Product Manager;25/05/2026;;;;;Brasil;América do Sul;gerente produtos
4;Bees Brasil;Product Manager | Professional Services;Brasil;25/05 10:00;https://www.linkedin.com/jobs/view/4417899083/;https://media.licdn.com/dms/image/v2/C4D0BAQHm1ULYG7xpsw/company-logo_100_100/company-logo_100_100/0/1630576352748/beesbrasil_logo?e=1781136000&v=beta&t=UqVK4fYzYlbRhb3Ug34vJpVH-b4LsQFZOnEIeRVQ31E;Produtos > Product Manager;https://www.linkedin.com/company/bees-brasil/about/;-;Greenhouse;bees brasil;1.0;https://www.linkedin.com/jobs/view/4417899083/;https://www.linkedin.com/jobs/view/4417899083/;Remote;Liderança/Gerência, Product Owner/Product Manager;25/05/2026;;;;;Brasil;América do Sul;gerente produtos
5;Bees Brasil;Data Product Manager | Computer Vision & Machine Learning;São Paulo (SP);25/05 11:00;https://www.linkedin.com/jobs/view/4417885289/;https://media.licdn.com/dms/image/v2/C4D0BAQHm1ULYG7xpsw/company-logo_100_100/company-logo_100_100/0/1630576352748/beesbrasil_logo?e=1781136000&v=beta&t=UqVK4fYzYlbRhb3Ug34vJpVH-b4LsQFZOnEIeRVQ31E;Produtos > Data Product Manager;https://www.linkedin.com/company/bees-brasil/about/;Dados e Analytics;Greenhouse;bees brasil;1.0;https://www.linkedin.com/jobs/view/4417885289/;https://www.linkedin.com/jobs/view/4417885289/;Hybrid;Machine Learning, Liderança/Gerência, Product Owner/Product Manager, Dados/Analytics;25/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
6;CVC CORP;Analista Produto Sênior;Santo André (SP);24/05 14:00;https://www.linkedin.com/jobs/view/4415255080/;https://media.licdn.com/dms/image/v2/D4D0BAQGbLNDiWMkmeg/company-logo_100_100/company-logo_100_100/0/1732902798960/cvc_logo?e=1781136000&v=beta&t=3zq6U7QJW_DXc8LeZrjyGckmivvlb-YZD2U-4yQiYpc;Advanced > Specialist;https://www.linkedin.com/company/cvc-corp/about/;Turismo e Viagens;;cvc corp;1.0;https://www.linkedin.com/jobs/view/4415255080/;https://www.linkedin.com/jobs/view/4415255080/;On-site;Senior, Associate;25/05/2026;Santo André;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
7;Fagron Brasil;Analista de Requisitos (Foco em Produto);Jundiaí (SP);24/05 14:00;https://www.linkedin.com/jobs/view/4400679201/;https://media.licdn.com/dms/image/v2/C4E0BAQFFDMQBWu1C6A/company-logo_100_100/company-logo_100_100/0/1635772802035/fagronbrasil_logo?e=1781136000&v=beta&t=4a0iXCZe-20bgjXlAsPY6AhMWyXSnKJxaiwNhQ4psaE;Advanced > Specialist;https://www.linkedin.com/company/fagron-brasil/about/;Agro;fagron.jobsmarket.site;fagron brasil;1.0;https://www.linkedin.com/jobs/view/4400679201/;https://www.linkedin.com/jobs/view/4400679201/;Remote;Associate;25/05/2026;Jundiaí;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
8;Laza Science for Life;PDI;Xanxerê (SC);25/05 11:00;https://www.linkedin.com/jobs/view/4415217578/;https://media.licdn.com/dms/image/v2/D4E0BAQHWt2R-yxZxdQ/company-logo_100_100/B4EZ30WGckJQAQ-/0/1777920928300/lazascienceforlife_logo?e=1781136000&v=beta&t=IoQezAEkW5wqSpN1xwj4nz90P_Wovzu-EBlmbdBtnRA;-;https://www.linkedin.com/company/laza-science-for-life/about/;-;;laza science for life;1;https://www.linkedin.com/jobs/view/4415217578/;https://www.linkedin.com/jobs/view/4415217578/;On-site;-;25/05/2026;Xanxerê;Santa Catarina;SC;Região Sul;Brasil;América do Sul;gerente produtos
9;Locarmais;Product Manager – Tecnologia;Maringá (PR);25/05 11:00;https://www.linkedin.com/jobs/view/4415212641/;https://media.licdn.com/dms/image/v2/D4D0BAQH09047XrG--Q/company-logo_100_100/B4DZv_2hcBHYAU-/0/1769524041983/locarmais_logo?e=1781136000&v=beta&t=zzcP2ml2rx68BGkDH0p55CLKtoC2qqXaSzn13RGUyVA;Produtos > Product Manager;https://www.linkedin.com/company/locarmais/about/;-;LinkedIn (Easy Apply);locarmais;1.0;https://www.linkedin.com/jobs/view/4415212641/;https://www.linkedin.com/jobs/view/4415212641/;On-site;Liderança/Gerência, TI/Tech, Product Owner/Product Manager;25/05/2026;Maringá;Paraná;PR;Região Sul;Brasil;América do Sul;gerente produtos
10;RD Station;Product Operation Manager Júnior | RD Station (Remoto);Florianópolis (SC);25/05 11:00;https://www.linkedin.com/jobs/view/4418200169/;https://media.licdn.com/dms/image/v2/D4D0BAQFuFR3WmHXFHQ/company-logo_100_100/B4DZd7RgByGsAQ-/0/1750119875130/rd_station_logo?e=1781136000&v=beta&t=MZ4uTaKbOucxnKVUR72jYjfqDIdLCbvZjuItktjPrWM;Middle > Manager;https://www.linkedin.com/company/rd-station/about/;Software e Serviços de TI;LinkedIn (Easy Apply);rd station;1.0;https://www.linkedin.com/jobs/view/4418200169/;https://www.linkedin.com/jobs/view/4418200169/;Remote;Junior, Liderança/Gerência;25/05/2026;Florianópolis;Santa Catarina;SC;Região Sul;Brasil;América do Sul;gerente produtos
