Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;99;Marketplace Product Operations Manager;Grande São Paulo (SP) ;21/05 16:00;https://www.linkedin.com/jobs/view/4410757111/;https://media.licdn.com/dms/image/v2/D4D0BAQGvkxxN_jUX3Q/company-logo_100_100/company-logo_100_100/0/1719800835083/99app_logo?e=1781136000&v=beta&t=zwcxKPTGHilNu2aZKGVOH9LCF0g0icXJf3L0DYFAB4w;Operations > Operations Manager;https://www.linkedin.com/company/99/about/;Software e Serviços de TI;careers.didiglobal.com;99;1.0;https://www.linkedin.com/jobs/view/4410757111/;https://www.linkedin.com/jobs/view/4410757111/;Hybrid;Liderança/Gerência;22/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
2;Amazon Web Services (AWS);Customer Solutions Manager, AGS Brazil;Grande São Paulo (SP) ;21/05 12:00;https://www.linkedin.com/jobs/view/4409169995/;https://media.licdn.com/dms/image/v2/D4E0BAQFqdm1TZ-RZKQ/company-logo_100_100/B4EZgOay6gHEAY-/0/1752588562343/amazon_web_services_logo?e=1781136000&v=beta&t=gkbjLf10qnCc7pc9zAacJk893MkZKcIkDo5RYix2VeI;Middle > Manager;https://www.linkedin.com/company/amazon-web-services-aws/about/;Software e Serviços de TI;Amazon;amazon web services (aws);5.0;https://www.linkedin.com/jobs/view/4409169995/;https://www.linkedin.com/jobs/view/4409169995/;On-site;Liderança/Gerência;22/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
3;Arco Educação;Sênior Product Manager;Brasil;21/05 12:00;https://www.linkedin.com/jobs/view/4409103264/;https://media.licdn.com/dms/image/v2/D4D0BAQGaB4FX_HAi2A/company-logo_100_100/B4DZm69YfyJcAQ-/0/1759778277737/arcoeducacao_logo?e=1781136000&v=beta&t=YyZMXAmaCnlfe3ZAEHfK0c2qjjGZuGEvB2lWoK8iXG8;Produtos > Product Manager;https://www.linkedin.com/company/arco-educa-o/about/;Educação;Greenhouse;arco educação;1.0;https://www.linkedin.com/jobs/view/4409103264/;https://www.linkedin.com/jobs/view/4409103264/;Remote;Senior, Liderança/Gerência, Product Owner/Product Manager;22/05/2026;;;;;Brasil;América do Sul;gerente produtos
4;CI&T;Product Manager (AI Platform Strategy & Governance) , Brazil;Brasil;21/05 16:00;https://www.linkedin.com/jobs/view/4417785394/;https://media.licdn.com/dms/image/v2/D4D0BAQGLvQL_ujmJgA/company-logo_100_100/B4DZi9QI7xHwAc-/0/1755521781937/ciandt_logo?e=1781136000&v=beta&t=sMn-Z2hhb6ZGnj5OaH3HuRkOXSfQXWgsrteinMBH-T8;Produtos > Product Manager;https://www.linkedin.com/company/ci-t/about/;-;LinkedIn (Easy Apply);ci&t;4.0;https://www.linkedin.com/jobs/view/4417785394/;https://www.linkedin.com/jobs/view/4417785394/;Remote;Inteligência Artificial, Liderança/Gerência, Product Owner/Product Manager;22/05/2026;;;;;Brasil;América do Sul;gerente produtos
5;Calasse Consultoria e Assessoria em RH Ltda;Gerente de Marketing e Produtos;São Paulo (SP);21/05 17:00;https://www.linkedin.com/jobs/view/4414030678/;https://media.licdn.com/dms/image/v2/C560BAQGdVclc-DCjUw/company-logo_100_100/company-logo_100_100/0/1631321675744?e=1781136000&v=beta&t=Jt51f7ZXr5FH2mEh2wurhzuqEbn7YBDV3NqfON-bGbM;Middle > Manager;https://www.linkedin.com/company/calasse-consultoria-e-assessoria-em-rh-ltda/about/;Consultoria e Assessoria;;calasse consultoria e assessoria em rh ltda;1.0;https://www.linkedin.com/jobs/view/4414030678/;https://www.linkedin.com/jobs/view/4414030678/;On-site;Mid, Liderança/Gerência, Marketing/Mídia;22/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
6;Contabilizei;[Produto] Analista de Produto Sênior (APM) - Contábil;Brasil;21/05 12:00;https://www.linkedin.com/jobs/view/4387609001/;https://media.licdn.com/dms/image/v2/C4D0BAQFIobDmaNDEGg/company-logo_100_100/company-logo_100_100/0/1660682467689/contabilizei_logo?e=1781136000&v=beta&t=LC4oGVKaBUDaKepjWf4GluJeu46ad8jZmcIumtUoa78;Advanced > Specialist;https://www.linkedin.com/company/contabilizei/about/;-;Inhire;contabilizei;1.0;https://www.linkedin.com/jobs/view/4387609001/;https://www.linkedin.com/jobs/view/4387609001/;Remote;Senior, Associate;22/05/2026;;;;;Brasil;América do Sul;gerente produtos
7;Coplana - Cooperativa Agroindustrial;Coordenador de Inovação de Produto;Jaboticabal (SP);22/05 07:00;https://www.linkedin.com/jobs/view/4414304374/;https://media.licdn.com/dms/image/v2/D4D0BAQEvP5VpW_EciA/company-logo_100_100/B4DZjHH4FIGkAQ-/0/1755687387924/coplana_logo?e=1781136000&v=beta&t=CC_2lxLueCTmxKI5zzLAM_o0jGuKR-B-LsD-7UT7du0;Middle > Manager;https://www.linkedin.com/company/coplana-cooperativa-agroindustrial/about/;Agro;;coplana - cooperativa agroindustrial;1;https://www.linkedin.com/jobs/view/4414304374/;https://www.linkedin.com/jobs/view/4414304374/;On-site;Mid, Liderança/Gerência, Inovação/P&D;22/05/2026;Jaboticabal;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
8;Ebury;Product Manager- Financial Crime Prevention;São Paulo (SP);21/05 12:00;https://www.linkedin.com/jobs/view/4387697929/;https://media.licdn.com/dms/image/v2/D4D0BAQE5Q1wVXb_ebw/company-logo_100_100/B4DZxbuXAUG0AQ-/0/1771065405812/eburyfintech_logo?e=1781136000&v=beta&t=tLqeikKvqXJdzk_0ahUFPNYRnOubk2yn8ZalO2jnGTs;Produtos > Product Manager;https://www.linkedin.com/company/ebury/about/;Software e Serviços de TI;ebury.com;ebury;2.0;https://www.linkedin.com/jobs/view/4387697929/;https://www.linkedin.com/jobs/view/4387697929/;Hybrid;Liderança/Gerência, Product Owner/Product Manager, Eventos;22/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
9;Elo;Especialista em IA | Pagamentos;Barueri (SP);22/05 11:00;https://www.linkedin.com/jobs/view/4414346061/;https://media.licdn.com/dms/image/v2/D4D0BAQHgpdHmSMtDZA/company-logo_100_100/company-logo_100_100/0/1716382942425/carto_elo_logo?e=1781136000&v=beta&t=mMIS9Ke3wKQr5eBBmcU5CEg8Z8CIRe0XqMxNL5xvCs4;Advanced > Specialist;https://www.linkedin.com/company/elo/about/;Inteligência Artificial;LinkedIn (Easy Apply);elo;1.0;https://www.linkedin.com/jobs/view/4414346061/;https://www.linkedin.com/jobs/view/4414346061/;Hybrid;Inteligência Artificial, Specialist;22/05/2026;Barueri;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
10;Jobgether;Product Operations Manager;Grande São Paulo (SP) ;22/05 09:00;https://www.linkedin.com/jobs/view/4417125962/;https://media.licdn.com/dms/image/v2/D4E0BAQHdx4NngvFyPA/company-logo_100_100/B4EZ5GHh6CHEAU-/0/1779292839822/jobgether_logo?e=1781136000&v=beta&t=zJmJ4_6xIKMnj98Gv85dL5m0Wbg5eVY6e8XZ7WIg6dI;Operations > Operations Manager;https://www.linkedin.com/company/jobgether/about/;Software e Serviços de TI;LinkedIn (Easy Apply);jobgether;1.0;https://www.linkedin.com/jobs/view/4417125962/;https://www.linkedin.com/jobs/view/4417125962/;Remote;Liderança/Gerência;22/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente produtos
