Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;AM Headhunter;Gerente de projetos SAP - Inglês Fluente;Rio Claro (SP);08/05 10:00;https://www.linkedin.com/jobs/view/4409602704/;https://media.licdn.com/dms/image/v2/D4D0BAQETio3PGXeV2Q/company-logo_100_100/B4DZUk6VIqGkAQ-/0/1740081026002/am_headhunter_logo?e=1779926400&v=beta&t=jYkpoA7mTP7ZVLc7ZeNJheWvGK_vfKGotaPfXfQxt3U;Middle > Manager;https://www.linkedin.com/company/am-headhunter/about/;Recursos Humanos;;am headhunter;1;https://www.linkedin.com/jobs/view/4409602704/;https://www.linkedin.com/jobs/view/4409602704/;On-site;Inglês Fluente/Avançado, Mid, Liderança/Gerência, SAP;10/05/2026;Rio Claro;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
2;Agrosys Tecnologia | Tecnologia em Agronegócio;Líder de Projeto Implantação;Criciúma (SC);08/05 10:00;https://www.linkedin.com/jobs/view/4410866833/;https://media.licdn.com/dms/image/v2/C4E0BAQFcgOWM1UBxJw/company-logo_100_100/company-logo_100_100/0/1630577403696/agrosystecnologia_logo?e=1779926400&v=beta&t=s5tcFAT4ASgAeHV1WLPaE-Axf0Z-5vNXZ20LzjBfCYE;-;https://www.linkedin.com/company/agrosys-tecnologia-tecnologia-em-agroneg-cio/about/;Agro;;agrosys tecnologia | tecnologia em agronegócio;1;https://www.linkedin.com/jobs/view/4410866833/;https://www.linkedin.com/jobs/view/4410866833/;On-site;Mid, Liderança/Gerência, Coach, Implementação;10/05/2026;Criciúma;Santa Catarina;SC;Região Sul;Brasil;América do Sul;gerente projetos
3;Atmosera;Project Manager (Remote - LATAM);América Latina;08/05 10:00;https://www.linkedin.com/jobs/view/4409099197/;https://media.licdn.com/dms/image/v2/D560BAQGZeZDLzKVxTw/company-logo_100_100/company-logo_100_100/0/1688493758274?e=1779926400&v=beta&t=gxfDAVFjz48JRQe1-MJD0OwcmiuZ5i6OV7vbpIz0_sk;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/atmosera/about/;-;Lever;atmosera;1.0;https://www.linkedin.com/jobs/view/4409099197/;https://www.linkedin.com/jobs/view/4409099197/;Remote;Liderança/Gerência;10/05/2026;;;;;;América Latina;gerente projetos
4;AÇOS NOGUEIRA;Assistente de PCP;Guarulhos (SP);08/05 10:00;https://www.linkedin.com/jobs/view/4409685125/;https://media.licdn.com/dms/image/v2/D4E0BAQHzrhEH2NRk3A/company-logo_100_100/company-logo_100_100/0/1686146650982/acos_nogueira_logo?e=1779926400&v=beta&t=NGxG_oC9TByOBR94L2qXSdH6Jr4OeOok7jydJ6db3wc;-;https://www.linkedin.com/company/a-os-nogueira/about/;-;;aços nogueira;1;https://www.linkedin.com/jobs/view/4409685125/;https://www.linkedin.com/jobs/view/4409685125/;On-site;Associate, PCP;10/05/2026;Guarulhos;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
5;Baker Hughes;Product Delivery Manager;Brasil;09/05 10:00;https://www.linkedin.com/jobs/view/4379657579/;https://media.licdn.com/dms/image/v2/C4E0BAQE4CJSgGjKt_w/company-logo_100_100/company-logo_100_100/0/1630655649902/bakerhughes_logo?e=1779926400&v=beta&t=ggI36dcBQZMxcQA0XzDpiIatpYCPNOYql-zy-nvsHI0;Operations > Delivery Manager;https://www.linkedin.com/company/baker-hughes/about/;-;careers.bakerhughes.com;baker hughes;1.0;https://www.linkedin.com/jobs/view/4379657579/;https://www.linkedin.com/jobs/view/4379657579/;Remote;Liderança/Gerência, Delivery/SDM;10/05/2026;;;;;Brasil;América do Sul;gerente projetos
6;Banco Bradesco;Especialista de Canais Digitais - Foco em Canais PJ;Osasco (SP);09/05 10:00;https://www.linkedin.com/jobs/view/4411796657/;https://media.licdn.com/dms/image/v2/C4E0BAQEXB9xussWsHQ/company-logo_100_100/company-logo_100_100/0/1680038081185/bradesco_logo?e=1779926400&v=beta&t=sY4ZHXwk-fUeNZQmkfA9VeGiPAXznR9GbOtAAtg9czs;Advanced > Specialist;https://www.linkedin.com/company/banco-bradesco/about/;Serviços Financeiros;bradesco.csod.com;banco bradesco;4.0;https://www.linkedin.com/jobs/view/4411796657/;https://www.linkedin.com/jobs/view/4411796657/;Hybrid;Freelance/PJ, Specialist;10/05/2026;Osasco;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
7;Brasil/CT;Consultor (a) Sênior Dynamics 365 Field Service - Scrum Master;Grande São Paulo (SP) ;09/05 10:00;https://www.linkedin.com/jobs/view/4412199311/;https://media.licdn.com/dms/image/v2/C4D0BAQGw5x8LSC2UtQ/company-logo_100_100/company-logo_100_100/0/1630539300935/brasil_ct_logo?e=1779926400&v=beta&t=H_wzcgdGhLAl1p4LYhrvGXb7aZ4p4BoYstURq65ikj8;Agility > Scrum Master;https://www.linkedin.com/company/brasil-ct/about/;-;empregos.com.br;brasil/ct;3.0;https://www.linkedin.com/jobs/view/4412199311/;https://www.linkedin.com/jobs/view/4412199311/;Remote;Senior, Consultor, Scrum/Agile;10/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
8;Brivia;Consultor(A) EAM Sênior | SAP PM Sênior - Remoto;Brasil;08/05 10:00;https://www.linkedin.com/jobs/view/4411732431/;https://media.licdn.com/dms/image/v2/D4D0BAQHDPtx0BOYJUQ/company-logo_100_100/company-logo_100_100/0/1688563882724/briviagroup_logo?e=1779926400&v=beta&t=QAc2mejH3iLLqw5XHIsxUILZj_E6l8pLZlZOa8Y_kJo;Produtos > Product Manager;https://www.linkedin.com/company/brivia/about/;-;;brivia;1.0;https://www.linkedin.com/jobs/view/4411732431/;https://www.linkedin.com/jobs/view/4411732431/;Remote;Senior, Consultor, SAP, Product Owner/Product Manager;10/05/2026;;;;;Brasil;América do Sul;gerente projetos
9;CI&T;Senior Project Manager, Campinas, Brasil (Hybrid);Campinas (SP);10/05 09:00;https://www.linkedin.com/jobs/view/4411672307/;https://media.licdn.com/dms/image/v2/D4D0BAQGLvQL_ujmJgA/company-logo_100_100/B4DZi9QI7xHwAc-/0/1755521781937/ciandt_logo?e=1779926400&v=beta&t=ZTdJXRt59Ayr58CPHWQsDrn9wDbd7kk3qZhrJofmQZ0;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/ci-t/about/;-;LinkedIn (Easy Apply);ci&t;4.0;https://www.linkedin.com/jobs/view/4411672307/;https://www.linkedin.com/jobs/view/4411672307/;Hybrid;Senior, Liderança/Gerência;10/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
10;CRAF Tech;Agile Master Sênior;São Paulo (SP);09/05 10:00;https://www.linkedin.com/jobs/view/4410876753/;https://media.licdn.com/dms/image/v2/D4D0BAQFpjSQKCmv1Lw/company-logo_100_100/B4DZly4cEdJEAU-/0/1758569022329?e=1779926400&v=beta&t=5BuYfmfxgRNbd97hZi174kA8S4EWTCUke66jRwTPDqo;Agility > Scrum Master;https://www.linkedin.com/company/craf-tech/about/;Software e Serviços de TI;;craf tech;1;https://www.linkedin.com/jobs/view/4410876753/;https://www.linkedin.com/jobs/view/4410876753/;Hybrid;Senior, Scrum/Agile;10/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
