Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date
1;+A Educação;Analista de Projetos;Grande Porto Alegre (RS);6 hours ago;https://www.linkedin.com/jobs/view/4402259856/;https://media.licdn.com/dms/image/v2/C4D0BAQG0IQ2YdbdADA/company-logo_100_100/company-logo_100_100/0/1630499822069/maisaedu_logo?e=1778112000&v=beta&t=P2100k84GJS4w4eoq-rQdOXTY0kMWZN7DTAvttXR_-s;Advanced > Specialist;https://www.linkedin.com/company/a-educa-o/about/;Education;Gupy;+a educação;1.0;https://www.linkedin.com/jobs/view/4402259856/;https://maisaedu.gupy.io/jobs/11142668;On-site;Associate;15/04/2026
2;3tentos;Coordenador(a) de Planejamento, Programação e Controle da Produção;Ijuí (RS);Viewed;https://www.linkedin.com/jobs/view/4380309843/;https://media.licdn.com/dms/image/v2/D4D0BAQGjdNLbLXGPKw/company-logo_100_100/company-logo_100_100/0/1734381716753/3tentosagro_logo?e=1778112000&v=beta&t=IfYPDcgU2HZBVxDwvkZeSxbaCoOER4yoi8UdCysJxkE;Middle > Manager;https://www.linkedin.com/company/3tentos/about/;Manufacturing;Gupy;3tentos;1.0;https://www.linkedin.com/jobs/view/4380309843/;https://3tentos.gupy.io/job/eyJqb2JJZCI6MTA4MDkxODgsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;On-site;Mid, Liderança/Gerência;15/04/2026
3;A.C.Camargo Cancer Center;Coordenador de Projetos - PROADI;São Paulo (SP);19 hours ago;https://www.linkedin.com/jobs/view/4402063299/;https://media.licdn.com/dms/image/v2/D4D0BAQEYnwtKr6hI-w/company-logo_100_100/company-logo_100_100/0/1726515191454/accamargo_logo?e=1778112000&v=beta&t=mlm2ZprdT98L-GW__VwVlKCEhldhQa2rmmcAdjkFosI;Middle > Manager;https://www.linkedin.com/company/a-c-camargo-cancer-center/about/;Marketing;LinkedIn (Easy Apply);a.c.camargo cancer center;1.0;https://www.linkedin.com/jobs/view/4402063299/;https://www.linkedin.com/jobs/view/4402063299/;On-site;Mid, Liderança/Gerência;15/04/2026
4;Aditek Orthodontics;Analista de Projetos e Processos (PMO);São Paulo (SP);16 hours ago;https://www.linkedin.com/jobs/view/4402079702/;https://media.licdn.com/dms/image/v2/D4D0BAQGtz7-PnwpHYw/company-logo_100_100/company-logo_100_100/0/1695232187712/aditekortho_logo?e=1778112000&v=beta&t=MqmFQKU81WXD6nqOcSCm9-4G0ocp-5lj0cv6ELqOCPI;Advanced > Process & Automation;https://www.linkedin.com/company/aditek-orthodontics/about/;IT;Solidês;aditek orthodontics;1.0;https://www.linkedin.com/jobs/view/4402079702/;https://aditekortodontia.vagas.solides.com.br/vaga/829417?origem=linkedin;On-site;Associate, PMO, Processos/Excelência;15/04/2026
5;Alcoa;Gerente de Projetos de Capital Sênior;São Luís (MA);4 hours ago;https://www.linkedin.com/jobs/view/4386591201/;https://media.licdn.com/dms/image/v2/D4E0BAQFluqrJSSanXA/company-logo_100_100/B4EZfF3IrQGcAU-/0/1751371254777/alcoa_logo?e=1778112000&v=beta&t=ujTdF8PPNCGJUxCZzmyGWZXhuMhvxhJkbYr_lHL8_O4;Middle > Manager;https://www.linkedin.com/company/alcoa/about/;IT;Workday;alcoa;1.0;https://www.linkedin.com/jobs/view/4386591201/;https://alcoa.wd5.myworkdayjobs.com/careers/job/Brazil-MA-So-Luis/Gerente-de-Projetos-de-Capital-Snior_Req-36353-1?source=LinkedIn;On-site;Senior, Mid, Liderança/Gerência;15/04/2026
6;Alfafam Management Consulting;Marketing Project Manager ( E-Commerce);Brasil;1 hour ago;https://www.linkedin.com/jobs/view/4402506580/;https://media.licdn.com/dms/image/v2/C560BAQE17UgB39hnMA/company-logo_100_100/company-logo_100_100/0/1649279070323/alfafam_logo?e=1778112000&v=beta&t=CZDAO1J4CfbfzgD_B-fY-R8cYe9_e2DOTmlJDva_MD4;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/alfafam-management-consulting/about/;Consulting;BambooHR;alfafam management consulting;1.0;https://www.linkedin.com/jobs/view/4402506580/;https://alfafam.bamboohr.com/careers/30?source=aWQ9MTk%3D;Remote;Liderança/Gerência, Marketing/Mídia;15/04/2026
7;Arco Educação;Analista de Projetos SR (Product Owner);Agudos (SP);Viewed;https://www.linkedin.com/jobs/view/4379943359/;https://media.licdn.com/dms/image/v2/D4D0BAQGaB4FX_HAi2A/company-logo_100_100/B4DZm69YfyJcAQ-/0/1759778277737/arcoeducacao_logo?e=1778112000&v=beta&t=BbgJH94ZDXmmXk3MeD3hcHunHOW3J-X0AEn--wtE2XM;Produtos > Product Manager;https://www.linkedin.com/company/arco-educa-o/about/;Education;Greenhouse;arco educação;1.0;https://www.linkedin.com/jobs/view/4379943359/;https://job-boards.greenhouse.io/arcoeducacao/jobs/5816650004;On-site;Senior, Associate, Product Owner/Product Manager;15/04/2026
8;BASE Digital;Gerente de Projetos;Brasil;16 hours ago;https://www.linkedin.com/jobs/view/4402074950/;https://media.licdn.com/dms/image/v2/D4D0BAQEz__NZByQr9w/company-logo_100_100/company-logo_100_100/0/1709314001280/basewd_logo?e=1778112000&v=beta&t=OO4tGT_qcGZYul9s99g1frXMlCcGsLElkZOQyMUIVXc;Middle > Manager;https://www.linkedin.com/company/base-digital/about/;IT;Recrutei;base digital;1.0;https://www.linkedin.com/jobs/view/4402074950/;https://jobs.recrutei.com.br/base-digital/vacancy/140635-gerente-de-projetos?utm_source=linkedin-jobboard;Remote;Mid, Liderança/Gerência;15/04/2026
9;BTG Pactual;Estágio Short Job em Discovery;São Paulo (SP);22 hours ago;https://www.linkedin.com/jobs/view/4402021699/;https://media.licdn.com/dms/image/v2/C4E0BAQE0wyub1rswiA/company-logo_100_100/company-logo_100_100/0/1654720569889/btgpactual_logo?e=1778112000&v=beta&t=ZM5oKfUqK3nkJ6m6AfEvLBHz0p4sK8d6N82GwyfUJ4o;-;https://www.linkedin.com/company/btg-pactual/about/;Other;carreiras.btgpactual.com;btg pactual;4.0;https://www.linkedin.com/jobs/view/4402021699/;https://carreiras.btgpactual.com/vagas/operations/estagio-short-job-em-discovery/5969671004;On-site;Intern;15/04/2026
10;BairesDev;Scrum Master - Remote Work; (SP);20 hours ago;https://www.linkedin.com/jobs/view/4402046612/;https://media.licdn.com/dms/image/v2/D4E0BAQGNvQASzrdL_w/company-logo_100_100/company-logo_100_100/0/1687874736484/bairesdev_logo?e=1778112000&v=beta&t=FXcGl-qtmqNsP3QoIOjsyLqAawKHO1du9WFzUqzFDf4;Agility > Scrum Master;https://www.linkedin.com/company/bairesdev/about/;Other;applicants.bairesdev.com;bairesdev;2.0;https://www.linkedin.com/jobs/view/4402046612/;https://applicants.bairesdev.com/job/73/286894/apply?utm_source=linkedinjobposting&utm_medium=jobposting&utm_campaign=USA-20260408&lang=en;Remote;Scrum/Agile;15/04/2026
11;BairesDev;Scrum Master - Remote Work;América Latina;20 hours ago;https://www.linkedin.com/jobs/view/4402060081/;https://media.licdn.com/dms/image/v2/D4E0BAQGNvQASzrdL_w/company-logo_100_100/company-logo_100_100/0/1687874736484/bairesdev_logo?e=1778112000&v=beta&t=FXcGl-qtmqNsP3QoIOjsyLqAawKHO1du9WFzUqzFDf4;Agility > Scrum Master;https://www.linkedin.com/company/bairesdev/about/;Other;applicants.bairesdev.com;bairesdev;2.0;https://www.linkedin.com/jobs/view/4402060081/;https://applicants.bairesdev.com/job/73/286894/apply?utm_source=linkedinjobposting&utm_medium=jobposting&utm_campaign=USA-20260408&lang=en;Remote;Scrum/Agile;15/04/2026
12;BairesDev;Senior Project Manager - Trabajo Remoto;América Latina;1 day ago;https://www.linkedin.com/jobs/view/4400788778/;https://media.licdn.com/dms/image/v2/D4E0BAQGNvQASzrdL_w/company-logo_100_100/company-logo_100_100/0/1687874736484/bairesdev_logo?e=1778112000&v=beta&t=FXcGl-qtmqNsP3QoIOjsyLqAawKHO1du9WFzUqzFDf4;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/bairesdev/about/;Marketing;applicants.bairesdev.com;bairesdev;2.0;https://www.linkedin.com/jobs/view/4400788778/;https://applicants.bairesdev.com/job/49/243207/apply?utm_source=linkedinjobposting&utm_medium=jobposting&utm_campaign=USA-20251111&lang=en;Remote;Senior, Liderança/Gerência;15/04/2026
13;BairesDev;Gerente Sênior de Projetos - Trabalho Remoto;Brasil;1 day ago;https://www.linkedin.com/jobs/view/4400774949/;https://media.licdn.com/dms/image/v2/D4E0BAQGNvQASzrdL_w/company-logo_100_100/company-logo_100_100/0/1687874736484/bairesdev_logo?e=1778112000&v=beta&t=FXcGl-qtmqNsP3QoIOjsyLqAawKHO1du9WFzUqzFDf4;Middle > Manager;https://www.linkedin.com/company/bairesdev/about/;Marketing;applicants.bairesdev.com;bairesdev;2.0;https://www.linkedin.com/jobs/view/4400774949/;https://applicants.bairesdev.com/job/49/243268/apply?utm_source=linkedinjobposting&utm_medium=jobposting&utm_campaign=USA-20251014&lang=en;Remote;Senior, Mid, Liderança/Gerência;15/04/2026
14;Bunge;Coordenador (a) de Projetos Industria 4.0 - Luis Eduardo Magalhães (BA);Luís Eduardo Magalhães (BA);21 hours ago;https://www.linkedin.com/jobs/view/4402044016/;https://media.licdn.com/dms/image/v2/D560BAQFJQ0GVco3UXw/company-logo_100_100/company-logo_100_100/0/1720012233520/bunge_logo?e=1778112000&v=beta&t=HzLVhMhuO-Iv2aZEJGIqPb71q7tAQFek7wFK1WE__88;Middle > Manager;https://www.linkedin.com/company/bunge/about/;Marketing;jobs.bunge.com;bunge;3.0;https://www.linkedin.com/jobs/view/4402044016/;https://jobs.bunge.com/job/Luis-Eduardo-Magalhaes-Coordenador-%28a%29-de-Projetos-Industria-4_0-Luis-Eduardo-Magalh%C3%A3es-%28BA%29-BA-47850-000/1383709733/;On-site;Mid, Liderança/Gerência;15/04/2026
15;CAST;TECH MANAGER SÊNIOR;Grande Curitiba;4 hours ago;https://www.linkedin.com/jobs/view/4402286192/;https://media.licdn.com/dms/image/v2/D4D0BAQEJpAnzKI9J0Q/company-logo_100_100/B4DZiq5tb7HYAQ-/0/1755213912214/cast_group_logo?e=1778112000&v=beta&t=ZNwGs6tvjYDc-Jnn9WEB-aOUV68D6vnlTBqtAr3Js1Q;Middle > Manager;https://www.linkedin.com/company/cast/about/;IT;LinkedIn (Easy Apply);cast;1.0;https://www.linkedin.com/jobs/view/4402286192/;https://www.linkedin.com/jobs/view/4402286192/;Hybrid;Senior, Liderança/Gerência, TI/Tech;15/04/2026
