Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
23;Chainlink Labs;HR Tech Product Manager;Grande São Paulo (SP) ;01/05 10:00;https://www.linkedin.com/jobs/view/4387632848/;https://media.licdn.com/dms/image/v2/D560BAQEYHgoKT4l1jQ/company-logo_100_100/company-logo_100_100/0/1729725476545/chainlink_labs_logo?e=1779321600&v=beta&t=r4XUL2ua2dMeq_pVJrepLpv160jOFG_fDdQtR6zxuDI;Produtos > Product Manager;https://www.linkedin.com/company/chainlink-labs/about/;HR;jobs.ashbyhq.com;chainlink labs;1.0;https://www.linkedin.com/jobs/view/4387632848/;https://jobs.ashbyhq.com/chainlink-labs/681eb174-6926-4b8d-a7ed-f706d52ac596?src=LinkedIn;Remote;Liderança/Gerência, TI/Tech, Product Owner/Product Manager;02/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
24;DHL Express;GERENTE DE PROJETOS - PMO;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4407503106/;https://media.licdn.com/dms/image/v2/D4E0BAQE-gt2hTxr9gA/company-logo_100_100/B4EZf5Fw9bHEAY-/0/1752230727876/dhlexpress_logo?e=1779321600&v=beta&t=lDhnhLxJSqTBM5L2cKthvGHIN7ANJrr7SKtiVBzKKYs;Produtos > Product Manager;https://www.linkedin.com/company/dhl-express/about/;Marketing;careers.dhl.com;dhl express;1.0;https://www.linkedin.com/jobs/view/4407503106/;https://careers.dhl.com/global/en/job/DPDHGLOBALAV350076ENGLOBALEXTERNAL/GERENTE-DE-PROJETOS-PMO?utm_source=01LinkedIn&utm_medium=phenom-feeds&utm_campaign=02DHL_Profile_LI&UTM_Source=0LinkedIn&UTM_Medium=1JobWrapper&UTM_Campaign=2dhl;Hybrid;Mid, Liderança/Gerência, PMO;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
25;EMS;Gerente de Produtos;Campinas (SP);01/05 22:00;https://www.linkedin.com/jobs/view/4407670563/;https://media.licdn.com/dms/image/v2/D4D0BAQFAfP2Sowj_6w/company-logo_100_100/company-logo_100_100/0/1736184065890/ems_logo?e=1779321600&v=beta&t=_wgoCSIShWQZf4LBE50dpqaKvbtjVeQnHybYFBrFm0c;Middle > Manager;https://www.linkedin.com/company/ems/about/;Marketing;Izirh.io;ems;1.0;https://www.linkedin.com/jobs/view/4407670563/;https://ems.izirh.io/visualizar-vaga/16dfb3cb-cf59-4181-a5c3-d852da4fe9c5?utm_source=linkedin&utm_medium=jobs&utm_campaign=izi&mode=apply&iis=LinkedIn;On-site;Mid, Liderança/Gerência;02/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul
26;EMS;Gerente de Produto Júnior;Hortolândia (SP);01/05 22:00;https://www.linkedin.com/jobs/view/4407663625/;https://media.licdn.com/dms/image/v2/D4D0BAQFAfP2Sowj_6w/company-logo_100_100/company-logo_100_100/0/1736184065890/ems_logo?e=1779321600&v=beta&t=_wgoCSIShWQZf4LBE50dpqaKvbtjVeQnHybYFBrFm0c;Middle > Manager;https://www.linkedin.com/company/ems/about/;Marketing;Izirh.io;ems;1.0;https://www.linkedin.com/jobs/view/4407663625/;https://ems.izirh.io/visualizar-vaga/32677c75-3e67-4b55-9949-6798a1080c5c?utm_source=linkedin&utm_medium=jobs&utm_campaign=izi&mode=apply&iis=LinkedIn;On-site;Mid, Junior, Liderança/Gerência;02/05/2026;Hortolândia;São Paulo;SP;Região Sudeste;Brasil;América do Sul
27;EMS;Gerente de Produtos Pleno;Hortolândia (SP);01/05 22:00;https://www.linkedin.com/jobs/view/4407669581/;https://media.licdn.com/dms/image/v2/D4D0BAQFAfP2Sowj_6w/company-logo_100_100/company-logo_100_100/0/1736184065890/ems_logo?e=1779321600&v=beta&t=_wgoCSIShWQZf4LBE50dpqaKvbtjVeQnHybYFBrFm0c;Middle > Manager;https://www.linkedin.com/company/ems/about/;Marketing;Izirh.io;ems;1.0;https://www.linkedin.com/jobs/view/4407669581/;https://ems.izirh.io/visualizar-vaga/5fb0b22b-a970-4360-b73b-09c907257cf2?utm_source=linkedin&utm_medium=jobs&utm_campaign=izi&mode=apply&iis=LinkedIn;On-site;Mid, Liderança/Gerência;02/05/2026;Hortolândia;São Paulo;SP;Região Sudeste;Brasil;América do Sul
28;Ebury;Product Manager- Financial Crime Prevention;São Paulo (SP);01/05 10:00;https://www.linkedin.com/jobs/view/4387697929/;https://media.licdn.com/dms/image/v2/D4D0BAQE5Q1wVXb_ebw/company-logo_100_100/B4DZxbuXAUG0AQ-/0/1771065405812/eburyfintech_logo?e=1779321600&v=beta&t=sB11Red3adQXBF3Yhc58NUepManK3ahMqJJjoMRlXRc;Produtos > Product Manager;https://www.linkedin.com/company/ebury/about/;IT;ebury.com;ebury;2.0;https://www.linkedin.com/jobs/view/4387697929/;https://ebury.com/company/careers/job?gh_jid=4816403101&gh_src=f6fe6062teu;Hybrid;Liderança/Gerência, Product Owner/Product Manager, Eventos;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
29;EletricScada;Analista de PCM | Itapetininga/SP;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4409127057/;https://media.licdn.com/dms/image/v2/D4E0BAQEc8QTRx08OXg/company-logo_100_100/company-logo_100_100/0/1715884778084?e=1779321600&v=beta&t=a-3s-9-mZR7eFojknoodj3-KDTcCfAmJO7WiAwau6lw;Advanced > Specialist;https://www.linkedin.com/company/eletricscada/about/;IT;Solidês;eletricscada;1.0;https://www.linkedin.com/jobs/view/4409127057/;https://talentoseletricscada.vagas.solides.com.br/vaga/839213?origem=linkedin;On-site;Associate;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
30;Emprega Nordeste- Vagas de Empregos e Estágios na Região Nordeste;Vagas Para Gestor Geral De Projeto/obra – Recife;Grande Recife (PE);01/05 23:00;https://www.linkedin.com/jobs/view/4409548365/;https://media.licdn.com/dms/image/v2/D4D0BAQEDdALzjONjfw/company-logo_100_100/B4DZ2x8bnDHUAU-/0/1776806902671/vaga_nordeste_logo?e=1779321600&v=beta&t=Cg1z12SLu7u2fByzqHjlpDuRdkErCfGqfnrLTa19vNc;-;https://www.linkedin.com/company/emprega-nordeste-vagas-de-empregos-e-est-gios-na-regi-o-nordeste/about/;Energy;LinkedIn (Easy Apply);emprega nordeste- vagas de empregos e estágios na região nordeste;1.0;https://www.linkedin.com/jobs/view/4409548365/;https://www.linkedin.com/jobs/view/4409548365/;On-site;Liderança/Gerência;02/05/2026;;Pernambuco;PE;Região Nordeste;Brasil;América do Sul
31;Flash;Staff Product Manager;Brasil;01/05 10:00;https://www.linkedin.com/jobs/view/4407672284/;https://media.licdn.com/dms/image/v2/C4D0BAQEZADlWYwrVYA/company-logo_100_100/company-logo_100_100/0/1658511809149/meuflash_logo?e=1779321600&v=beta&t=wn7U-Mdq5cuTKNtCr7mcyF6AZ-9lZIfRPF3mWA9T0iI;Produtos > Product Manager;https://www.linkedin.com/company/flash/about/;Marketing;LinkedIn (Easy Apply);flash;1.0;https://www.linkedin.com/jobs/view/4407672284/;https://www.linkedin.com/jobs/view/4407672284/;Remote;Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;Brasil;América do Sul
32;Goodwork;Senior Product Designer 🏦📱🎨 (US Fintech Startup | Product Designer, UI/UX Designer, | Product Design, Social Content, Ad Creative | Figma, Claude, JIRA, Mixpanel, Slack | Remote);Brasil;01/05 15:00;https://www.linkedin.com/jobs/view/4407929996/;https://media.licdn.com/dms/image/v2/D4D0BAQFWgXFRgyvlQA/company-logo_100_100/company-logo_100_100/0/1719256657012/hiregoodworker_logo?e=1779321600&v=beta&t=YPuZDbBKROgiJzp9G9K409GxKOHIw_vs--F7hbBuTF8;Produtos > Customer Experience;https://www.linkedin.com/company/goodwork/about/;Finance;tkwfx7fa8ml.typeform.com;goodwork;1.0;https://www.linkedin.com/jobs/view/4407929996/;https://tkwfx7fa8ml.typeform.com/FTM04-BR?typeform-source=www.linkedin.com;Remote;Senior, TI/Tech;02/05/2026;;;;;Brasil;América do Sul
33;Grupo Friopeças;Analista de Projetos de TI;Belo Horizonte (MG);01/05 09:00;https://www.linkedin.com/jobs/view/4407202136/;https://media.licdn.com/dms/image/v2/D4D0BAQFSYVjXXAXE1w/company-logo_100_100/B4DZx2G.7nHAAQ-/0/1771508068469/friopecas_logo?e=1779321600&v=beta&t=zj1dsMti_i_uywlw_irXtwTy4QCfStiHjN6lYnW7Bos;Advanced > Specialist;https://www.linkedin.com/company/grupo-friope-as/about/;IT;Gupy;grupo friopeças;1.0;https://www.linkedin.com/jobs/view/4407202136/;https://fpcarreiras.gupy.io/job/eyJqb2JJZCI6MTEyMjQ2NTksInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;Hybrid;Associate, TI/Tech;02/05/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul
34;Hire Feed;Product Manager (Remote);América Latina;01/05 10:00;https://www.linkedin.com/jobs/view/4409173497/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1779321600&v=beta&t=5q8Z5Sff-33y-k0po5uHJkuuM06PTmbQJnrikC1UuW4;Produtos > Product Manager;https://www.linkedin.com/company/hire-feed/about/;Marketing;LinkedIn (Easy Apply);hire feed;1.0;https://www.linkedin.com/jobs/view/4409173497/;https://www.linkedin.com/jobs/view/4409173497/;Remote;Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;;América Latina
35;Influente Comunicação e Estratégia LTDA;Produtor executivo;Fortaleza (CE);01/05 17:00;https://www.linkedin.com/jobs/view/4402824900/;https://media.licdn.com/dms/image/v2/D4D0BAQE9O13URxl_mQ/company-logo_100_100/company-logo_100_100/0/1734702581792?e=1779321600&v=beta&t=G1w4K_dusCfzR5WdeDhBkGgEdSRzZC7VuRGkJGdg7g4;-;https://www.linkedin.com/company/influente-comunica-o-e-estrat-gia-ltda/about/;IT;LinkedIn (Easy Apply);influente comunicação e estratégia ltda;1.0;https://www.linkedin.com/jobs/view/4402824900/;https://www.linkedin.com/jobs/view/4402824900/;On-site;-;02/05/2026;Fortaleza;Ceará;CE;Região Nordeste;Brasil;América do Sul
36;Joblet-AI;Senior Product Manager;América Latina;01/05 10:00;https://www.linkedin.com/jobs/view/4409167528/;https://media.licdn.com/dms/image/v2/D560BAQERA_lImGq6Pg/company-logo_100_100/B56Z13MdyVKkAQ-/0/1775821250353/joblet_ai_logo?e=1779321600&v=beta&t=GP0XJGTdi90fzofZM_ITSW9YOzYc3Zj70yCl37hNA0Y;Produtos > Product Manager;https://www.linkedin.com/company/joblet-ai/about/;Marketing;LinkedIn (Easy Apply);joblet-ai;1.0;https://www.linkedin.com/jobs/view/4409167528/;https://www.linkedin.com/jobs/view/4409167528/;Remote;Senior, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;;América Latina
37;Joblet-AI;Senior Product Manager;Brasil;01/05 10:00;https://www.linkedin.com/jobs/view/4409598033/;https://media.licdn.com/dms/image/v2/D560BAQERA_lImGq6Pg/company-logo_100_100/B56Z13MdyVKkAQ-/0/1775821250353/joblet_ai_logo?e=1779321600&v=beta&t=GP0XJGTdi90fzofZM_ITSW9YOzYc3Zj70yCl37hNA0Y;Produtos > Product Manager;https://www.linkedin.com/company/joblet-ai/about/;Marketing;LinkedIn (Easy Apply);joblet-ai;1.0;https://www.linkedin.com/jobs/view/4409598033/;https://www.linkedin.com/jobs/view/4409598033/;Remote;Senior, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;Brasil;América do Sul
38;Jobs Ai;AI Product Manager (Remote);América Latina;01/05 10:00;https://www.linkedin.com/jobs/view/4409436037/;https://media.licdn.com/dms/image/v2/D560BAQEeXjvtRvoV1w/company-logo_100_100/B56Z0gEWqLKsAQ-/0/1774359506020/hirewaveee_logo?e=1779321600&v=beta&t=O_Zuk1gEUGegfKwQRcDWBt1Ax0Z2hNCRo6O3BLAT3Ok;Produtos > Product Manager;https://www.linkedin.com/company/jobs-ai/about/;Marketing;LinkedIn (Easy Apply);jobs ai;1.0;https://www.linkedin.com/jobs/view/4409436037/;https://www.linkedin.com/jobs/view/4409436037/;Remote;Inteligência Artificial, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;;América Latina
39;Jobs Ai;AI Product Manager (Remote);Brasil;02/05 07:00;https://www.linkedin.com/jobs/view/4409586533/;https://media.licdn.com/dms/image/v2/D560BAQEeXjvtRvoV1w/company-logo_100_100/B56Z0gEWqLKsAQ-/0/1774359506020/hirewaveee_logo?e=1779321600&v=beta&t=O_Zuk1gEUGegfKwQRcDWBt1Ax0Z2hNCRo6O3BLAT3Ok;Produtos > Product Manager;https://www.linkedin.com/company/jobs-ai/about/;Marketing;LinkedIn (Easy Apply);jobs ai;1.0;https://www.linkedin.com/jobs/view/4409586533/;https://www.linkedin.com/jobs/view/4409586533/;Remote;Inteligência Artificial, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;Brasil;América do Sul
40;KUKA;ESTAGIÁRIO(A) EM GESTÃO DE PROJETOS;Diadema (SP);01/05 22:00;https://www.linkedin.com/jobs/view/4409537894/;https://media.licdn.com/dms/image/v2/C510BAQFpGzeBTpehSA/company-logo_100_100/company-logo_100_100/0/1631344628555?e=1779321600&v=beta&t=Fovbj9pJuU_Q03-YmSkqDKMMbveBxVUmvISmd-ZzrwY;-;https://www.linkedin.com/company/kuka/about/;Marketing;Solidês;kuka;1.0;https://www.linkedin.com/jobs/view/4409537894/;https://kuka.vagas.solides.com.br/vaga/839506?origem=linkedin;On-site;Intern;02/05/2026;Diadema;São Paulo;SP;Região Sudeste;Brasil;América do Sul
41;Kraft Heinz;COORDENADOR DE PROJETOS;Grande Fortaleza (CE);01/05 09:00;https://www.linkedin.com/jobs/view/4387967550/;https://media.licdn.com/dms/image/v2/D4E0BAQHvZJa5VpJ9MQ/company-logo_100_100/company-logo_100_100/0/1722866409756/the_kraft_heinz_company_logo?e=1779321600&v=beta&t=0NU8RUPIigBoVWMDxwnWmSTtpl0URk_bJS2FNAYPsi4;Middle > Manager;https://www.linkedin.com/company/kraft-heinz/about/;Marketing;jobs.kraftheinz.com;kraft heinz;4.0;https://www.linkedin.com/jobs/view/4387967550/;https://jobs.kraftheinz.com/careers/job/1970324837283719?domain=kraftheinz.com;On-site;Mid, Liderança/Gerência;02/05/2026;;Ceará;CE;Região Nordeste;Brasil;América do Sul
42;MSX International;Coordenador de Projetos;São Caetano do Sul (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4400287789/;https://media.licdn.com/dms/image/v2/D4E0BAQEsI7oqZ-TLFw/company-logo_100_100/company-logo_100_100/0/1688638229966/msx_international_logo?e=1779321600&v=beta&t=VPxe2pJPeyV8sr-jdcI7Dm_GqUdcbJjfrXfOk3iFeTk;Middle > Manager;https://www.linkedin.com/company/msx-international/about/;IT;Smartrecruiters;msx international;3.0;https://www.linkedin.com/jobs/view/4400287789/;https://jobs.smartrecruiters.com/MSXInternational/3743990012537929-coordenador-de-projetos?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73;Hybrid;Mid, Liderança/Gerência;02/05/2026;São Caetano do Sul;São Paulo;SP;Região Sudeste;Brasil;América do Sul
43;Marcopolo S.A.;ESTÁGIO EM ENGENHARIA DE DESENVOLVIMENTO - GESTÃO DE MUDANÇAS - UNIDADE ANA RECH;Caxias do Sul (RS);01/05 09:00;https://www.linkedin.com/jobs/view/4406799157/;https://media.licdn.com/dms/image/v2/D4D0BAQF46E186e1DcA/company-logo_100_100/company-logo_100_100/0/1736252891539/marcopolo_sa_logo?e=1779321600&v=beta&t=ta0jCEbtHsJqnCzPDARKX_r5JgODZ5MfWPKfPPKaL4w;-;https://www.linkedin.com/company/marcopolo-s-a/about/;IT;Gupy;marcopolo s.a.;1.0;https://www.linkedin.com/jobs/view/4406799157/;https://carreiramarcopolo.gupy.io/job/eyJqb2JJZCI6MTEyMjQ0MTMsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;On-site;Intern, Change Mgt, Engenharia Geral;02/05/2026;Caxias do Sul;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul
44;Mastercard;Senior Project Management Analyst – Cards & Payments;SP;01/05 09:00;https://www.linkedin.com/jobs/view/4398866229/;https://media.licdn.com/dms/image/v2/C560BAQGOW4NIyYRRqQ/company-logo_100_100/company-logo_100_100/0/1631340300330?e=1779321600&v=beta&t=s-bsbKFKbLpBJfeUQ_jc4QIRcv1Dti0PBfgyA9Y-oOI;Middle > Manager;https://www.linkedin.com/company/mastercard/about/;Marketing;careers.mastercard.com;mastercard;4.0;https://www.linkedin.com/jobs/view/4398866229/;https://careers.mastercard.com/us/en/job/MASRUSR274317EXTERNALENUS/Senior-Project-Management-Analyst-%E2%80%93-Cards-Payments?utm_source=linkedin&utm_medium=phenom-feeds&source=LINKEDIN;Hybrid;Senior;02/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
45;Mondelēz International;Data Product Manager;São Paulo (SP);01/05 10:00;https://www.linkedin.com/jobs/view/4369257215/;https://media.licdn.com/dms/image/v2/C4D0BAQEXpvlmPQN68Q/company-logo_100_100/company-logo_100_100/0/1630453251495/mondelezinternational_logo?e=1779321600&v=beta&t=KjqDXT-Rr67ms_nEsGx2BpC89GI3OmFeC8RMVRNJaDU;Produtos > Data Product Manager;https://www.linkedin.com/company/mondel-z-international/about/;Data;Workday;mondelēz international;4.0;https://www.linkedin.com/jobs/view/4369257215/;https://wd3.myworkdaysite.com/recruiting/mdlz/External/job/So-Paulo-Brazil/Data-Product-Manager_R-155083?src=SNS-12680&source=APPLICANT_SOURCE-3-70&utm_source=linkedin.com&utm_medium=jobboard&utm_campaign=linkedin_jobposting&utm_term=generic_jobs;On-site;Liderança/Gerência, Product Owner/Product Manager, Dados/Analytics;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
46;Mondelēz International;Especialista de Projetos | Digital/Inovação;Vitória de Santo Antão (PE);01/05 09:00;https://www.linkedin.com/jobs/view/4388184575/;https://media.licdn.com/dms/image/v2/C4D0BAQEXpvlmPQN68Q/company-logo_100_100/company-logo_100_100/0/1630453251495/mondelezinternational_logo?e=1779321600&v=beta&t=KjqDXT-Rr67ms_nEsGx2BpC89GI3OmFeC8RMVRNJaDU;Advanced > Specialist;https://www.linkedin.com/company/mondel-z-international/about/;IT;Workday;mondelēz international;4.0;https://www.linkedin.com/jobs/view/4388184575/;https://wd3.myworkdaysite.com/recruiting/mdlz/External/job/Vitoria-De-Santo-Antao-Brazil/Especialista-de-Projetos---Digital-Inovao_R-162523-1?src=SNS-12680&source=APPLICANT_SOURCE-3-70&utm_source=linkedin.com&utm_medium=jobboard&utm_campaign=linkedin_jobposting&utm_term=generic_jobs;On-site;Specialist, TI/Tech, Inovação/P&D;02/05/2026;Vitória de Santo Antão;Pernambuco;PE;Região Nordeste;Brasil;América do Sul
47;NEORIS;Banco de Talentos | Gerente de Projetos;Grande Rio de Janeiro (RJ);01/05 09:00;https://www.linkedin.com/jobs/view/4400591536/;https://media.licdn.com/dms/image/v2/D4D0BAQGbMzFZiYHxoQ/company-logo_100_100/B4DZnE7F4tKsAQ-/0/1759945450079/epamneoris_logo?e=1779321600&v=beta&t=E9gHcRbITAfR8ZwNN-AY9TTI_EgrYY-AMvj7JzQoOo0;People;https://www.linkedin.com/company/neoris/about/;Finance;Greenhouse;neoris;1.0;https://www.linkedin.com/jobs/view/4400591536/;https://job-boards.eu.greenhouse.io/neoris/jobs/4837464101?gh_src=63b69742teu;On-site;Banco de Talentos, Mid, Liderança/Gerência;02/05/2026;;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
48;NEORIS;Banco de Talentos | Gerente de Projetos (Pleno);Grande Rio de Janeiro (RJ);02/05 08:00;https://www.linkedin.com/jobs/view/4400596222/;https://media.licdn.com/dms/image/v2/D4D0BAQGbMzFZiYHxoQ/company-logo_100_100/B4DZnE7F4tKsAQ-/0/1759945450079/epamneoris_logo?e=1779321600&v=beta&t=E9gHcRbITAfR8ZwNN-AY9TTI_EgrYY-AMvj7JzQoOo0;People;https://www.linkedin.com/company/neoris/about/;Finance;Greenhouse;neoris;1.0;https://www.linkedin.com/jobs/view/4400596222/;https://job-boards.eu.greenhouse.io/neoris/jobs/4837471101?gh_src=63b69742teu;On-site;Banco de Talentos, Mid, Liderança/Gerência;02/05/2026;;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
49;Noir;Professional Services / Service Delivery Manager;SP;01/05 14:00;https://www.linkedin.com/jobs/view/4409426456/;https://media.licdn.com/dms/image/v2/D4E0BAQEiBWWu8n4wUg/company-logo_100_100/company-logo_100_100/0/1735826507264/noir_consulting_logo?e=1779321600&v=beta&t=47MuU1h7-ATnZJw7QpywJk3tXfUGupv8NMAnEugQzlU;Operations > Delivery Manager;https://www.linkedin.com/company/noir/about/;Marketing;LinkedIn (Easy Apply);noir;1.0;https://www.linkedin.com/jobs/view/4409426456/;https://www.linkedin.com/jobs/view/4409426456/;Hybrid;Liderança/Gerência, Delivery/SDM;02/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
50;Nova Química Genéricos;Gerente de Produtos Júnior;Campinas (SP);01/05 22:00;https://www.linkedin.com/jobs/view/4407651796/;https://media.licdn.com/dms/image/v2/D4D0BAQG8lEtvWHdLdA/company-logo_100_100/company-logo_100_100/0/1729877137277/nova_qu_mica_farmac_utica_logo?e=1779321600&v=beta&t=vJ_BhLbdQAeQ9sTjcaeA8R1PDc8nia1C5Df_4dsrZKw;Middle > Manager;https://www.linkedin.com/company/nova-qu-mica-gen-ricos/about/;Marketing;Izirh.io;nova química genéricos;1.0;https://www.linkedin.com/jobs/view/4407651796/;https://novaquimica.izirh.io/visualizar-vaga/5527dba4-b12c-4f73-9efe-514820d1fa59?utm_source=linkedin&utm_medium=jobs&utm_campaign=izi&mode=apply&iis=LinkedIn;On-site;Mid, Junior, Liderança/Gerência;02/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul
51;OTTera Brasil;Technical Project Manager;São Paulo (SP);01/05 13:00;https://www.linkedin.com/jobs/view/4407211481/;https://media.licdn.com/dms/image/v2/D560BAQFFPYJXsPGGtQ/company-logo_100_100/company-logo_100_100/0/1722029619834/ottera_brasil_logo?e=1779321600&v=beta&t=kQFgRGOYSANuZQt7M2b9CpU-ywLLLBkcXQdVwAxf_ks;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/ottera-brasil/about/;IT;app.trinethire.com;ottera brasil;1.0;https://www.linkedin.com/jobs/view/4407211481/;https://app.trinethire.com/companies/238189-ottera-inc/jobs/119024-technical-account-manager;On-site;Liderança/Gerência, TI/Tech;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
52;OceanPact Serviços Marítimos;Estagiário(a) de Projetos;Praia Grande (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4407676583/;https://media.licdn.com/dms/image/v2/C4E0BAQGLBZQhDLIrbQ/company-logo_100_100/company-logo_100_100/0/1635725169317/oceanpact_logo?e=1779321600&v=beta&t=c1pLULGg9q2J4Voggtq8zR87RsRjFk4PHhhAmIyj7mA;-;https://www.linkedin.com/company/oceanpact-servi-os-mar-timos/about/;IT;www.linkedin.com;oceanpact serviços marítimos;1.0;https://www.linkedin.com/jobs/view/4407676583/;https://www.linkedin.com/jobs/view/4409184325/;On-site;Intern;02/05/2026;Praia Grande;São Paulo;SP;Região Sudeste;Brasil;América do Sul
53;PagBank;Analista de Produtos Pl. (Canais Digitais);São Paulo (SP);01/05 10:00;https://www.linkedin.com/jobs/view/4330422803/;https://media.licdn.com/dms/image/v2/D4D0BAQFNHYkM6Qxejw/company-logo_100_100/B4DZyexaT9I8AY-/0/1772190279667/pagbank_logo?e=1779321600&v=beta&t=lwgpg_4JtTRLW1BMr5nQ3VMDKHHSG9Xdac-cksoeMmY;Advanced > Specialist;https://www.linkedin.com/company/pagbank/about/;Finance;Gupy;pagbank;3.0;https://www.linkedin.com/jobs/view/4330422803/;https://pagseguro.gupy.io/jobs/10597855?jobBoardSource=linkedin;Hybrid;Mid, Associate;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
54;PagBank;Analista de Projetos Sr.;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4376483277/;https://media.licdn.com/dms/image/v2/D4D0BAQFNHYkM6Qxejw/company-logo_100_100/B4DZyexaT9I8AY-/0/1772190279667/pagbank_logo?e=1779321600&v=beta&t=lwgpg_4JtTRLW1BMr5nQ3VMDKHHSG9Xdac-cksoeMmY;Advanced > Specialist;https://www.linkedin.com/company/pagbank/about/;Finance;Gupy;pagbank;3.0;https://www.linkedin.com/jobs/view/4376483277/;https://pagseguro.gupy.io/jobs/10828270?jobBoardSource=linkedin;Hybrid;Senior, Associate;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
55;Philips;Estágio na Área de Product Operations 2026;Blumenau (SC);01/05 10:00;https://www.linkedin.com/jobs/view/4390770759/;https://media.licdn.com/dms/image/v2/D4E0BAQFpB8fd3m9G0w/company-logo_100_100/company-logo_100_100/0/1737552865359/philips_logo?e=1779321600&v=beta&t=zzCGBxpVmnd7tEMD_tvGt_EdzfNPW0emVpLSO2etaTE;-;https://www.linkedin.com/company/philips/about/;IT;Workday;philips;1.0;https://www.linkedin.com/jobs/view/4390770759/;https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Blumenau/Estgio-na-rea-de-Product-Operations-2026_569250/?source=LinkedIn;On-site;Intern;02/05/2026;Blumenau;Santa Catarina;SC;Região Sul;Brasil;América do Sul
56;Prime Video & Amazon MGM Studios;Sr. Growth & Engagement Manager, Prime Video Brazil;Grande São Paulo (SP) ;01/05 09:00;https://www.linkedin.com/jobs/view/4377182853/;https://media.licdn.com/dms/image/v2/D4E0BAQE3da6YmLiQYQ/company-logo_100_100/company-logo_100_100/0/1722273903446/primevideoamazonstudios_logo?e=1779321600&v=beta&t=sRG3G_MQ2gMCUldAZWDmp8fBetsFFg8uiUJZu-0cydg;Middle > Manager;https://www.linkedin.com/company/prime-video-amazon-mgm-studios/about/;Marketing;Amazon;prime video & amazon mgm studios;1.0;https://www.linkedin.com/jobs/view/4377182853/;https://www.amazon.jobs/en/jobs/3187988/sr-growth-engagement-manager-prime-video-brazil?cmpid=SPLICX0248M&ss=paid&utm_campaign=cxro&utm_content=job_posting&utm_medium=social_media&utm_source=linkedin.com;On-site;Senior, Liderança/Gerência, Engagement;02/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
57;Revolut;Credit Product Manager;Brasil;01/05 10:00;https://www.linkedin.com/jobs/view/4397266422/;https://media.licdn.com/dms/image/v2/D4E0BAQFBudSGoYdD9g/company-logo_100_100/company-logo_100_100/0/1736441557682/revolut_logo?e=1779321600&v=beta&t=pVfkEaEdS7oKULDEdhdxDXP0HrFqUXdoxmatDSe8Ifw;Produtos > Product Manager;https://www.linkedin.com/company/revolut/about/;IT;www.revolut.com;revolut;2.0;https://www.linkedin.com/jobs/view/4397266422/;https://www.revolut.com/careers/position/fa3b69d4-a9e8-42f2-aa13-e689b236743b/;Remote;Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;Brasil;América do Sul
