Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;Amazon;Sr. Product Manager, Seller Experience, Latam Marketplace;Grande São Paulo (SP) ;03/05 11:00;https://www.linkedin.com/jobs/view/4388733558/;https://media.licdn.com/dms/image/v2/D560BAQGDLy4STCnHbg/company-logo_100_100/B56ZnZxDipI0AQ-/0/1760295142304/amazon_logo?e=1779321600&v=beta&t=7jukWAflI_mcl3yXRyOpXm42YboI6iAOGCpZ9aAh4wU;Produtos > Product Manager;https://www.linkedin.com/company/amazon/about/;Marketing;Amazon;amazon;5.0;https://www.linkedin.com/jobs/view/4388733558/;https://www.amazon.jobs/en/jobs/3167675/sr-product-manager-seller-experience-latam-marketplace?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid;On-site;Senior, Liderança/Gerência, Product Owner/Product Manager;03/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
2;Amazon Web Services (AWS);Customer Solutions Manager, AGS Brazil;Grande São Paulo (SP) ;02/05 17:00;https://www.linkedin.com/jobs/view/4388597764/;https://media.licdn.com/dms/image/v2/D4E0BAQFqdm1TZ-RZKQ/company-logo_100_100/B4EZgOay6gHEAY-/0/1752588562343/amazon_web_services_logo?e=1779321600&v=beta&t=TC1AZkpDFhkrRLjhC41m8oFkESfbM_PBDY41_OshXb4;Middle > Manager;https://www.linkedin.com/company/amazon-web-services-aws/about/;IT;Amazon;amazon web services (aws);5.0;https://www.linkedin.com/jobs/view/4388597764/;https://www.amazon.jobs/en/jobs/10371553/customer-solutions-manager-ags-brazil?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid;On-site;Liderança/Gerência;03/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
3;BEES;Product Manager - Cart & Checkout;Campinas (SP);02/05 17:00;https://www.linkedin.com/jobs/view/4369962457/;https://media.licdn.com/dms/image/v2/C4E0BAQGXPkcsGk7KYA/company-logo_100_100/company-logo_100_100/0/1678379975390/beesb2b_logo?e=1779321600&v=beta&t=Ij_ReZsvUy4VEnnHZ_PeOtyKTu9_uKMSBwqybmgmwVw;Produtos > Product Manager;https://www.linkedin.com/company/bees/about/;Marketing;Greenhouse;bees;1.0;https://www.linkedin.com/jobs/view/4369962457/;https://job-boards.greenhouse.io/bees/jobs/8372958002;On-site;Liderança/Gerência, Product Owner/Product Manager;03/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
4;BEES;Data Product Manager | Computer Vision & Machine Learning;São Paulo (SP);02/05 17:00;https://www.linkedin.com/jobs/view/4362453540/;https://media.licdn.com/dms/image/v2/C4E0BAQGXPkcsGk7KYA/company-logo_100_100/company-logo_100_100/0/1678379975390/beesb2b_logo?e=1779321600&v=beta&t=Ij_ReZsvUy4VEnnHZ_PeOtyKTu9_uKMSBwqybmgmwVw;Produtos > Data Product Manager;https://www.linkedin.com/company/bees/about/;AI;Greenhouse;bees;1.0;https://www.linkedin.com/jobs/view/4362453540/;https://job-boards.greenhouse.io/bees/jobs/8374695002;On-site;Machine Learning, Liderança/Gerência, Product Owner/Product Manager, Dados/Analytics;03/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
5;Crossing Hurdles;Product Manager | $70/hr Remote;América Latina;02/05 17:00;https://www.linkedin.com/jobs/view/4407996925/;https://media.licdn.com/dms/image/v2/D560BAQEGLWHBZmzzcA/company-logo_100_100/B56ZYzlx2LHEAY-/0/1744622264274/crossinghurdles_logo?e=1779321600&v=beta&t=lY154YJPIVZGbou4cZA0E6DOq9A2XWvpIucdlnKChwM;Produtos > Product Manager;https://www.linkedin.com/company/crossing-hurdles/about/;HR;LinkedIn (Easy Apply);crossing hurdles;3.0;https://www.linkedin.com/jobs/view/4407996925/;https://www.linkedin.com/jobs/view/4407996925/;Remote;Liderança/Gerência, Product Owner/Product Manager;03/05/2026;;;;;;América Latina;gerente projetos
6;Fagron Brasil;Analista de Requisitos (Foco em Produto);Jundiaí (SP);02/05 17:00;https://www.linkedin.com/jobs/view/4400679201/;https://media.licdn.com/dms/image/v2/C4E0BAQFFDMQBWu1C6A/company-logo_100_100/company-logo_100_100/0/1635772802035/fagronbrasil_logo?e=1779321600&v=beta&t=e7RO5H96Hu-J4gQSVWuTe8qAwooSmeHvrRtgzfKWkMQ;Advanced > Specialist;https://www.linkedin.com/company/fagron-brasil/about/;Agribusiness;fagron.jobsmarket.site;fagron brasil;1.0;https://www.linkedin.com/jobs/view/4400679201/;https://fagron.jobsmarket.site/pages/en-gb/details/analista-de-requisitos-foco-em-produto--15170?sType=LinkedIn;Remote;Associate;03/05/2026;Jundiaí;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
7;GM Financial;Senior Product Manager - Servicing;São Paulo (SP);02/05 17:00;https://www.linkedin.com/jobs/view/4360510259/;https://media.licdn.com/dms/image/v2/C560BAQH0ETI-qQiKLw/company-logo_100_100/company-logo_100_100/0/1630642426577/gm_financial_logo?e=1779321600&v=beta&t=VOyhb6IvR5a2xEX2C4DNNCGe-z-XarLhXNn1XYgLUiY;Produtos > Product Manager;https://www.linkedin.com/company/gm-financial/about/;Marketing;Oracle;gm financial;1.0;https://www.linkedin.com/jobs/view/4360510259/;https://fa-exvu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1003/job/1736?utm_medium=jobboard&utm_source=linkedin;Hybrid;Senior, Liderança/Gerência, Product Owner/Product Manager;03/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
8;Grupo Viver Infinity;Gerente de produtos digitais;João Pessoa (PB);02/05 17:00;https://www.linkedin.com/jobs/view/4407706758/;https://media.licdn.com/dms/image/v2/D4D0BAQFQs2kkbTSCyQ/company-logo_100_100/company-logo_100_100/0/1706135790856/marinas_resort_logo?e=1779321600&v=beta&t=A1CIEWOcR8VQLt-brpCHlloNMTy1hDtViCUzMed8PkM;Middle > Manager;https://www.linkedin.com/company/grupo-viver-infinity/about/;IT;LinkedIn (Easy Apply);grupo viver infinity;1.0;https://www.linkedin.com/jobs/view/4407706758/;https://www.linkedin.com/jobs/view/4407706758/;On-site;Mid, Liderança/Gerência;03/05/2026;João Pessoa;Paraíba;PB;Região Nordeste;Brasil;América do Sul;gerente projetos
9;Hire Feed;Product Manager (Remote);Brasil;02/05 17:00;https://www.linkedin.com/jobs/view/4409599929/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1779321600&v=beta&t=5q8Z5Sff-33y-k0po5uHJkuuM06PTmbQJnrikC1UuW4;Produtos > Product Manager;https://www.linkedin.com/company/hire-feed/about/;Marketing;LinkedIn (Easy Apply);hire feed;1.0;https://www.linkedin.com/jobs/view/4409599929/;https://www.linkedin.com/jobs/view/4409599929/;Remote;Liderança/Gerência, Product Owner/Product Manager;03/05/2026;;;;;Brasil;América do Sul;gerente projetos
10;Joblet-AI;Senior Product Manager;Brasil;02/05 17:00;https://www.linkedin.com/jobs/view/4409598033/;https://media.licdn.com/dms/image/v2/D560BAQERA_lImGq6Pg/company-logo_100_100/B56Z13MdyVKkAQ-/0/1775821250353/joblet_ai_logo?e=1779321600&v=beta&t=GP0XJGTdi90fzofZM_ITSW9YOzYc3Zj70yCl37hNA0Y;Produtos > Product Manager;https://www.linkedin.com/company/joblet-ai/about/;Marketing;LinkedIn (Easy Apply);joblet-ai;1.0;https://www.linkedin.com/jobs/view/4409598033/;https://www.linkedin.com/jobs/view/4409598033/;Remote;Senior, Liderança/Gerência, Product Owner/Product Manager;03/05/2026;;;;;Brasil;América do Sul;gerente projetos
