Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date
1;Ageon;Assistente de Projetos de Produtos - SC;Palhoça (SC);26/04 00:00;https://www.linkedin.com/jobs/view/4404608339/;Sem logo;-;https://www.linkedin.com/company/ageon/about/;Marketing;empregos.com.br;ageon;1.0;https://www.linkedin.com/jobs/view/4404608339/;https://www.empregos.com.br/vaga/11455041/assistente-de-projetos-de-produtos-sc-em-palhoca-sc-FD11455041IN;On-site;Associate;26/04/2026
2;B9B;Produtor Live Marketing;São Paulo (SP);25/04 22:00;https://www.linkedin.com/jobs/view/4404189497/;https://media.licdn.com/dms/image/v2/D4E0BAQFeJGuXK9rNBg/company-logo_100_100/company-logo_100_100/0/1708626068583/b9b_open_thinking_logo?e=1778716800&v=beta&t=q4-F5bZ3OwfJwcAaeEgWVKPqsISmpHQJ-bNLxf7haXU;-;https://www.linkedin.com/company/b9b/about/;IT;LinkedIn (Easy Apply);b9b;1.0;https://www.linkedin.com/jobs/view/4404189497/;https://www.linkedin.com/jobs/view/4404189497/;Hybrid;Marketing/Mídia;26/04/2026
3;B9B;Produtor Live Marketing;São Paulo (SP);26/04 13:00;https://www.linkedin.com/jobs/view/4404110350/;https://media.licdn.com/dms/image/v2/D4E0BAQFeJGuXK9rNBg/company-logo_100_100/company-logo_100_100/0/1708626068583/b9b_open_thinking_logo?e=1778716800&v=beta&t=q4-F5bZ3OwfJwcAaeEgWVKPqsISmpHQJ-bNLxf7haXU;-;https://www.linkedin.com/company/b9b/about/;IT;LinkedIn (Easy Apply);b9b;1.0;https://www.linkedin.com/jobs/view/4404110350/;https://www.linkedin.com/jobs/view/4404110350/;Hybrid;Marketing/Mídia;26/04/2026
4;BT1;Project Manager;América Latina;25/04 17:00;https://www.linkedin.com/jobs/view/4405918874/;https://media.licdn.com/dms/image/v2/D560BAQH1h3rpa73mQQ/company-logo_100_100/B56ZtvLCX7J8AQ-/0/1767096723448/best_teams_logo?e=1778716800&v=beta&t=iBZ44_0YCMpu-GczAvF44N_Rwgli-Bzuwr11Rcj-Qso;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/bt1/about/;Marketing;jobs.bt1.ai;bt1;1.0;https://www.linkedin.com/jobs/view/4405918874/;https://jobs.bt1.ai/company/bloomdigitals/324;Remote;Liderança/Gerência;26/04/2026
5;Bemisa;COORDENADOR REGIONAL DE PROJETOS FERROSOS;Coronel Fabriciano (MG);25/04 17:00;https://www.linkedin.com/jobs/view/4404161785/;https://media.licdn.com/dms/image/v2/C4D0BAQGx5EXpekSMYA/company-logo_100_100/company-logo_100_100/0/1659639131110/bemisaexploracaomineral_logo?e=1778716800&v=beta&t=GC-1AchlEmPw2v44fITNDTA1SpCIIDWfBAOhvbttQG0;Middle > Manager;https://www.linkedin.com/company/bemisa/about/;Marketing;Gupy;bemisa;1.0;https://www.linkedin.com/jobs/view/4404161785/;https://vemserbemisa.gupy.io/job/eyJqb2JJZCI6MTExOTYyNTUsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;On-site;Mid, Liderança/Gerência;26/04/2026
6;BuscarVagas - Empregos Brasil;Analista De Projetos – Porto Alegre – RS;Porto Alegre (RS);26/04 05:00;https://www.linkedin.com/jobs/view/4404613867/;https://media.licdn.com/dms/image/v2/D4D0BAQGegAuLcKhWMg/img-crop_100/B4DZrc3ndQIgAM-/0/1764642161116?e=1778716800&v=beta&t=YU_sNt2YylpvHqWf48PoHG0xaKgRO5qRViSdYO3iyIs;Advanced > Specialist;https://www.linkedin.com/company/buscarvagas-empregos-brasil/about/;Energy;Vagas.com;buscarvagas - empregos brasil;2.0;https://www.linkedin.com/jobs/view/4404613867/;https://buscarvagas.com.br/vaga/33210178?utm_source=lk_divulgavagas&utm_medium=linkedin&utm_campaign=lk_teste_A;On-site;Associate;26/04/2026
7;Cetro Máquinas;Analista de Projetos Júnior B - SP;Brasil;26/04 00:00;https://www.linkedin.com/jobs/view/4404621008/;https://media.licdn.com/dms/image/v2/D4D0BAQGY5jvI5CxzTQ/company-logo_100_100/B4DZYbpHntGkAU-/0/1744220487107/cetromaquinas_logo?e=1778716800&v=beta&t=z8tS54CfzJbdaF1RYlVeqedSh24IbbfrsbFiiD7UJ7A;Advanced > Specialist;https://www.linkedin.com/company/cetro-m-quinas/about/;Marketing;empregos.com.br;cetro máquinas;1.0;https://www.linkedin.com/jobs/view/4404621008/;https://www.empregos.com.br/vaga/11399598/analista-de-projetos-junior-b-sp-em-bauru-sp-FD11399598IN;On-site;Junior, Associate;26/04/2026
8;DisDal Distribuidora;Gerente de Projetos Ágeis - Product Owner - DF;Brasília (DF);26/04 00:00;https://www.linkedin.com/jobs/view/4404612087/;https://media.licdn.com/dms/image/v2/D4E0BAQFJabEr5t8AvQ/img-crop_100/img-crop_100/0/1736443200494?e=1778716800&v=beta&t=chcQNryH4zodk2_iA4yV-vxqsI1e0SsVeqt5wYlPGXk;Produtos > Product Manager;https://www.linkedin.com/company/disdal-distribuidora/about/;Marketing;empregos.com.br;disdal distribuidora;1.0;https://www.linkedin.com/jobs/view/4404612087/;https://www.empregos.com.br/vaga/11457490/gerente-de-projetos-ageis-product-owner-df-em-brasilia-df-FD11457490IN;On-site;Mid, Liderança/Gerência, Product Owner/Product Manager;26/04/2026
9;Donsrh • Consultoria de RH;Analista Projetista - SP;Brasil;26/04 00:00;https://www.linkedin.com/jobs/view/4404199922/;https://media.licdn.com/dms/image/v2/D4D0BAQEzJQZw2PhuaA/company-logo_100_100/B4DZ2_oDd7HUAQ-/0/1777036441977/donsrh_logo?e=1778716800&v=beta&t=PMrrX77kcFk_NIDwk1aLvFVXQjlyekCltTKpTqpwwlU;Advanced > Specialist;https://www.linkedin.com/company/donsrh-consultoria-de-rh/about/;Consulting;empregos.com.br;donsrh • consultoria de rh;1.0;https://www.linkedin.com/jobs/view/4404199922/;https://www.empregos.com.br/vaga/11408702/analista-projetista-sp-em-jundiai-sp-FD11408702IN;On-site;Associate;26/04/2026
10;FIAP;Analista de Projetos - Audiovisual;São Paulo (SP);26/04 10:00;https://www.linkedin.com/jobs/view/4385801376/;https://media.licdn.com/dms/image/v2/D4D0BAQGWrQt1XOEiPw/company-logo_100_100/B4DZbGkZaBGwAQ-/0/1747088152588/fiap_logo?e=1778716800&v=beta&t=6cmbei2VMrE7xT3jyy8bVM7-fA0SNcbRLBCRvhYpRL4;Advanced > Specialist;https://www.linkedin.com/company/fiap/about/;Marketing;Inhire;fiap;1.0;https://www.linkedin.com/jobs/view/4385801376/;https://alun.inhire.app/vagas/06b14589-e8dc-475f-91a9-604f3cc2a690/analista-de-projetos-audiovisual?source=linkedin;On-site;Associate, Marketing/Mídia;26/04/2026
