Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date
1;AB InBev;Especialista de Projetos Tech I;Campinas (SP);24/04 13:00;https://www.linkedin.com/jobs/view/4383169133/;https://media.licdn.com/dms/image/v2/C560BAQEZRSga0FreWA/company-logo_100_100/company-logo_100_100/0/1656631574816/ab_inbev_logo?e=1778716800&v=beta&t=9-5T4SOkhFNuZxrMvUbBWbMvI_q8QF7XXdVF6z8ruvk;Advanced > Information Technology;https://www.linkedin.com/company/ab-inbev/about/;IT;Workday;ab inbev;1.0;https://www.linkedin.com/jobs/view/4383169133/;https://wd1.myworkdaysite.com/recruiting/abinbev/GHQ/job/Gl-Ibs-DO/Especialista-de-Projetos-Tech-I_30095202?source=LinkedIn;On-site;Specialist, TI/Tech;25/04/2026
2;ADP;Gerente de Projetos I;São Paulo (SP);24/04 21:00;https://www.linkedin.com/jobs/view/4404132369/;https://media.licdn.com/dms/image/v2/D4E0BAQE2ALnzsL9mlw/company-logo_100_100/B4EZXS9EdvHMAU-/0/1743000979692/adp_logo?e=1778716800&v=beta&t=_J_9ezCxK_xRvIe0VhxT5DnQlLL-PaQpBM_uaOpiImk;Middle > Manager;https://www.linkedin.com/company/adp/about/;Marketing;click.appcast.io;adp;1.0;https://www.linkedin.com/jobs/view/4404132369/;https://click.appcast.io/t/kXajy16Rn0cbEBKX5nx65vU-yvuyejEi3fE_Pwvi1Pl8sNP2tIwFX1wKfW3efYqy?source=LinkedIn;On-site;Mid, Liderança/Gerência;25/04/2026
3;AUTOMOB;ESPECIALISTA DE PMO -  Nicho Automotivo;São Paulo (SP);24/04 13:00;https://www.linkedin.com/jobs/view/4403723565/;https://media.licdn.com/dms/image/v2/C4D0BAQHdGjL_kaGreA/company-logo_100_100/company-logo_100_100/0/1656330832260/automobbr_logo?e=1778716800&v=beta&t=3extH4eX6tsJbtL634coYpbzQkBQzmnwxdsOMovsshA;Produtos > Product Manager;https://www.linkedin.com/company/automob/about/;IT;Gupy;automob;1.0;https://www.linkedin.com/jobs/view/4403723565/;https://automob.gupy.io/job/eyJqb2JJZCI6MTExODk5MjIsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;On-site;Specialist, PMO;25/04/2026
4;AllEasy;Gerente de Projetos - Produto SAP;São Paulo (SP);24/04 16:00;https://www.linkedin.com/jobs/view/4403790861/;https://media.licdn.com/dms/image/v2/D4D0BAQE6fpDeeWjKEQ/company-logo_100_100/B4DZ2IKtLRG0AQ-/0/1776106001521/alleasy_logo?e=1778716800&v=beta&t=lyzSsvuhxzXKzetJ6zBckA6Fe8Ml57rq6QDbcUk8Qy4;Middle > Manager;https://www.linkedin.com/company/alleasy/about/;Marketing;LinkedIn (Easy Apply);alleasy;1.0;https://www.linkedin.com/jobs/view/4403790861/;https://www.linkedin.com/jobs/view/4403790861/;Hybrid;Mid, Liderança/Gerência, SAP;25/04/2026
5;Attus Procuradoria Digital;Analista de Projetos Sênior;Brasil;25/04 08:00;https://www.linkedin.com/jobs/view/4404170503/;https://media.licdn.com/dms/image/v2/D4D0BAQGfNHc0QGYLfQ/company-logo_100_100/company-logo_100_100/0/1701718877262/attornatus_procuradoria_digital_logo?e=1778716800&v=beta&t=6DjaL3XbVcM2HW9y6ENfjzf9cEskraR07PDu7kAOw_Y;Advanced > Specialist;https://www.linkedin.com/company/attus-procuradoria-digital/about/;IT;Gupy;attus procuradoria digital;1.0;https://www.linkedin.com/jobs/view/4404170503/;https://attus.gupy.io/job/eyJqb2JJZCI6MTExOTQ5MDIsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;Remote;Senior, Associate;25/04/2026
6;Ausenco;Proposal Engineer, Intermediate/Senior;Belo Horizonte (MG);24/04 13:00;https://www.linkedin.com/jobs/view/4397182877/;https://media.licdn.com/dms/image/v2/C510BAQHM645TZyzjtw/company-logo_100_100/company-logo_100_100/0/1631430407495?e=1778716800&v=beta&t=OrRmzuWvVVhhELmGyhfeOjmikdz3uLUenkcZb0HwsYc;Advanced > Information Technology;https://www.linkedin.com/company/ausenco/about/;Marketing;careers.ausenco.com;ausenco;1.0;https://www.linkedin.com/jobs/view/4397182877/;https://careers.ausenco.com/jobs/proposal-engineer-intermediate-senior-belo-horizonte-minas-gerais-brazil?source=linkedin&utm_source=linkedin&SourceTypeID=mj8v1w;Remote;Senior, Marketing/Mídia, Engenharia Geral;25/04/2026
7;Ball Corporation;Sr. Functional Business Analyst - SAP PP/PM (São José dos Campos/SP);São José dos Campos (SP);25/04 09:00;https://www.linkedin.com/jobs/view/4385828225/;https://media.licdn.com/dms/image/v2/D560BAQF12f1XsZ6jBw/company-logo_100_100/company-logo_100_100/0/1725484453578/ballcorporation_logo?e=1778716800&v=beta&t=Hs8o5hqqhW40-bC2bsyhNHvSzqEN1mwOBfsNqD2wEV0;Advanced > Specialist;https://www.linkedin.com/company/ball-corporation/about/;IT;jobs.ball.com;ball corporation;1.0;https://www.linkedin.com/jobs/view/4385828225/;https://jobs.ball.com/corp_packaging/job/S%C3%83O-Jose-Dos-Campos-Sr_-Functional-Business-Analyst-SAP-PPPM-%28S%C3%A3o-Jos%C3%A9-dos-CamposSP%29-S%C3%A3o-12246-876/1373397500/?feedId=316300&utm_source=LinkedInJobPostings&utm_campaign=ball_linkedin;Remote;Senior, SAP, Product Owner/Product Manager;25/04/2026
8;Banco Bmg;Analista de Produtos Sênior - PM Squad de Pagamentos;São Paulo (SP);24/04 21:00;https://www.linkedin.com/jobs/view/4404112949/;https://media.licdn.com/dms/image/v2/D4D0BAQHnYlXN6ors-w/company-logo_100_100/company-logo_100_100/0/1737059054059/bancobmg_logo?e=1778716800&v=beta&t=aTDhQVuoeHbBGvCM0s5mt-8Dd5YRKoRmmV97gvEteNk;Produtos > Product Manager;https://www.linkedin.com/company/banco-bmg/about/;Finance;Gupy;banco bmg;1.0;https://www.linkedin.com/jobs/view/4404112949/;https://bmg.gupy.io/job/eyJqb2JJZCI6MTExODE5NTcsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;Hybrid;Senior, Associate, Product Owner/Product Manager, Squad Leader;25/04/2026
9;Banco Daycoval;Analista de Projetos Sênior;São Paulo (SP);24/04 18:00;https://www.linkedin.com/jobs/view/4406679284/;https://media.licdn.com/dms/image/v2/C4D0BAQFevwrfGcVACw/company-logo_100_100/company-logo_100_100/0/1671053565762/banco_daycoval_logo?e=1778716800&v=beta&t=MikNcjnkahE_zkDLsj4YKnScJaO6TaVaWCSmqbmus5I;Advanced > Specialist;https://www.linkedin.com/company/banco-daycoval/about/;Finance;LinkedIn (Easy Apply);banco daycoval;1.0;https://www.linkedin.com/jobs/view/4406679284/;https://www.linkedin.com/jobs/view/4406679284/;On-site;Senior, Associate;25/04/2026
10;Bas-Alto;Gerente de projeto de design;Brasil;25/04 12:00;https://www.linkedin.com/jobs/view/4404163942/;https://media.licdn.com/dms/image/v2/D4D0BAQH8MuShFns0Sg/company-logo_100_100/B4DZUa_4oWG4AU-/0/1739914709885/a810_logo?e=1778716800&v=beta&t=bMeR3aDFUukz9WNNwzzNiiHOFa9wwVuvQEcDt6GnEAc;Middle > Manager;https://www.linkedin.com/company/bas-alto/about/;Marketing;LinkedIn (Easy Apply);bas-alto;1.0;https://www.linkedin.com/jobs/view/4404163942/;https://www.linkedin.com/jobs/view/4404163942/;Remote;Mid, Liderança/Gerência;25/04/2026
