Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;AB InBev;Especialista de Projetos Tech I;Campinas (SP);15/05 17:00;https://www.linkedin.com/jobs/view/4383169133/;https://media.licdn.com/dms/image/v2/C560BAQEZRSga0FreWA/company-logo_100_100/company-logo_100_100/0/1656631574816/ab_inbev_logo?e=1780531200&v=beta&t=fEpWdTKdcS1rgbCajLTknPiNjrJT1RbWPFP086_La18;Advanced > Information Technology;https://www.linkedin.com/company/ab-inbev/about/;Software e Serviços de TI;Workday;ab inbev;1.0;https://www.linkedin.com/jobs/view/4383169133/;https://www.linkedin.com/jobs/view/4383169133/;On-site;Specialist, TI/Tech;16/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
2;ADP;Gerente de Projetos I;São Paulo (SP);15/05 17:00;https://www.linkedin.com/jobs/view/4404132369/;https://media.licdn.com/dms/image/v2/D4E0BAQE2ALnzsL9mlw/company-logo_100_100/B4EZXS9EdvHMAU-/0/1743000979692/adp_logo?e=1780531200&v=beta&t=RacS4TEdIAqoLofPz950uI9y-8RLUtx4hrrl0ihpixM;Middle > Manager;https://www.linkedin.com/company/adp/about/;-;click.appcast.io;adp;1.0;https://www.linkedin.com/jobs/view/4404132369/;https://www.linkedin.com/jobs/view/4404132369/;On-site;Mid, Liderança/Gerência;16/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
3;AS2 GROUP;Gerente de Projetos de Automação;São José dos Campos (SP);16/05 12:00;https://www.linkedin.com/jobs/view/4412098176/;https://media.licdn.com/dms/image/v2/C4E0BAQGAVkAzhJxWsg/company-logo_100_100/company-logo_100_100/0/1630644468705/as2_automao_industrial_logo?e=1780531200&v=beta&t=Nv0KvDeL7PiT6CQwgJsBQHAWaRdLZ0IcsYXOptprrEQ;Middle > Manager;https://www.linkedin.com/company/as2-group/about/;-;LinkedIn (Easy Apply);as2 group;1.0;https://www.linkedin.com/jobs/view/4412098176/;https://www.linkedin.com/jobs/view/4412098176/;On-site;Mid, Liderança/Gerência;16/05/2026;São José dos Campos;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
4;Acclaim AI;Technical Project Manager;São Paulo (SP);15/05 17:00;https://www.linkedin.com/jobs/view/4415094036/;https://media.licdn.com/dms/image/v2/D560BAQGXUSchD6bkTg/company-logo_100_100/B56Z1BE8qqGsAQ-/0/1774913309652/acclaim_ai_cx_logo?e=1780531200&v=beta&t=bRIjGUOhrrtY2nfAwZjSRSLLnW299IttQlL70qnu5Ls;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/acclaim-ai/about/;Inteligência Artificial;;acclaim ai;1;https://www.linkedin.com/jobs/view/4415094036/;https://www.linkedin.com/jobs/view/4415094036/;Remote;Liderança/Gerência, TI/Tech;16/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
5;Algar;ANALISTA DE ENTREGA DE CLIENTES II;Goiânia (GO);16/05 12:00;https://www.linkedin.com/jobs/view/4415185944/;https://media.licdn.com/dms/image/v2/D4D0BAQEq1L7mnu40sA/company-logo_100_100/B4DZdUohkUH4AQ-/0/1749471599632/algar_telecom_logo?e=1780531200&v=beta&t=UP9xNIN8CathaJM_TP-CujXFmB_VFfUKBYkv7JHaA44;Advanced > Specialist;https://www.linkedin.com/company/algar/about/;-;www.portalsinergyrh.com.br;algar;1.0;https://www.linkedin.com/jobs/view/4415185944/;https://www.linkedin.com/jobs/view/4415185944/;On-site;Associate;16/05/2026;Goiânia;Goiás;GO;Região Centro-Oeste;Brasil;América do Sul;gerente projetos
6;Arklok Tecnologia;Analista de Projetos PL;Barueri (SP);15/05 19:00;https://www.linkedin.com/jobs/view/4412048410/;https://media.licdn.com/dms/image/v2/D4D0BAQGS9A309aHYWg/company-logo_100_100/company-logo_100_100/0/1719838878280/arklok_logo?e=1780531200&v=beta&t=p4qAjSWN8rzU2ba_0tf4dpgBM33-ZfuOyx7wVbf9a0Y;Advanced > Specialist;https://www.linkedin.com/company/arklok-tecnologia/about/;-;;arklok tecnologia;1.0;https://www.linkedin.com/jobs/view/4412048410/;https://www.linkedin.com/jobs/view/4412048410/;On-site;Mid, Associate;16/05/2026;Barueri;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
7;Arqia;Especialista em projeto - PMO Telecom;São Paulo (SP);15/05 17:00;https://www.linkedin.com/jobs/view/4415548142/;https://media.licdn.com/dms/image/v2/D4D0BAQGh8WtvNV76zw/company-logo_100_100/B4DZdle3KaHAAQ-/0/1749754279073/arqiaoficial_logo?e=1780531200&v=beta&t=4Ib1wyQPNTalwTg02V6kOR5NbeOn8JHO3h5bqsPy9BA;Produtos > Product Manager;https://www.linkedin.com/company/arqia/about/;Telecomunicações;;arqia;1;https://www.linkedin.com/jobs/view/4415548142/;https://www.linkedin.com/jobs/view/4415548142/;Hybrid;Specialist, PMO;16/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
8;Ausenco;Proposal Engineer, Intermediate/Senior;Belo Horizonte (MG);15/05 17:00;https://www.linkedin.com/jobs/view/4397182877/;https://media.licdn.com/dms/image/v2/C510BAQHM645TZyzjtw/company-logo_100_100/company-logo_100_100/0/1631430407495?e=1780531200&v=beta&t=kdcvhtpEnD20YCCG7I3aaXXQd8MRr5Zep9URUOnxSKc;Advanced > Information Technology;https://www.linkedin.com/company/ausenco/about/;Mídia e Entretenimento;careers.ausenco.com;ausenco;1.0;https://www.linkedin.com/jobs/view/4397182877/;https://www.linkedin.com/jobs/view/4397182877/;Remote;Senior, Marketing/Mídia, Engenharia Geral;16/05/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul;gerente projetos
9;Avenue Code;Delivery Manager  (NAMER);Brasil;15/05 18:00;https://www.linkedin.com/jobs/view/4415127133/;https://media.licdn.com/dms/image/v2/D4D0BAQFxvhJ6VqfLqQ/company-logo_100_100/B4DZ2b.IrPGcAQ-/0/1776438250614/avenuecode_logo?e=1780531200&v=beta&t=fmZ3arptQJAFkSsy9X_HnmD607ErvCWAwF30HARr_kM;Operations > Delivery Manager;https://www.linkedin.com/company/avenue-code/about/;-;LinkedIn (Easy Apply);avenue code;1.0;https://www.linkedin.com/jobs/view/4415127133/;https://www.linkedin.com/jobs/view/4415127133/;Remote;Liderança/Gerência, Delivery/SDM;16/05/2026;;;;;Brasil;América do Sul;gerente projetos
10;BT1;Project Manager;América Latina;15/05 17:00;https://www.linkedin.com/jobs/view/4415090522/;https://media.licdn.com/dms/image/v2/D560BAQH1h3rpa73mQQ/company-logo_100_100/B56ZtvLCX7J8AQ-/0/1767096723448/best_teams_logo?e=1780531200&v=beta&t=seqQWaAL7ss_tC1WrCoVyNUQ1CHRMUnNdXqJH6LS-kA;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/bt1/about/;-;jobs.bt1.ai;bt1;1.0;https://www.linkedin.com/jobs/view/4415090522/;https://www.linkedin.com/jobs/view/4415090522/;Remote;Liderança/Gerência;16/05/2026;;;;;;América Latina;gerente projetos
