Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date
1;Accenture Brasil;Pessoa Produtora Sênior_Híbrido;São Paulo (SP);14 hours ago;https://www.linkedin.com/jobs/view/4403903494/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1778112000&v=beta&t=qgdxxrIotpzkK0cOf9a6NMTtxtTRnKN6M9RICs0S3nA;-;https://www.linkedin.com/company/accenture-brasil/about/;Marketing;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4403903494/;https://www.accenture.com/br-pt/careers/jobdetails?id=R00326387_pt-br&src=LINKEDINJP;Hybrid;PCD / Afirmativa, Senior;22/04/2026
2;Capco;Analista de Qualidade Sênior - Presencial - Duque de Caxias - RJ;Grande Rio de Janeiro (RJ);17 hours ago;https://www.linkedin.com/jobs/view/4404507670/;https://media.licdn.com/dms/image/v2/D560BAQGRr0gl6aqDEQ/company-logo_100_100/B56ZfLXYIjHUAQ-/0/1751463592988/capco_logo?e=1778112000&v=beta&t=R72t0TYm_s-hr2iFtRjL2aw-zZ9gShvYcegZMh3vKY4;Advanced > Specialist;https://www.linkedin.com/company/capco/about/;Marketing;Greenhouse;capco;1.0;https://www.linkedin.com/jobs/view/4404507670/;https://job-boards.greenhouse.io/capco/jobs/7484514?src=Linkedin;On-site;Senior, Associate;22/04/2026
3;Capgemini;FBS Delivery Director.;Brasil;Easy Apply;https://www.linkedin.com/jobs/view/4396757800/;https://media.licdn.com/dms/image/v2/D4E0BAQHIL3HctxNfvg/company-logo_100_100/B4EZokv7VQIUAQ-/0/1761553135376/capgemini_logo?e=1778112000&v=beta&t=chIOw8O2fwEc4Ju5chSKQuSI0qQSdaDuZ0iwrX6CMwE;Leadership > C-Level > Director;https://www.linkedin.com/company/capgemini/about/;Consumer;LinkedIn (Easy Apply);capgemini;4.0;https://www.linkedin.com/jobs/view/4396757800/;https://www.linkedin.com/jobs/view/4396757800/;Remote;Liderança/Gerência, Delivery/SDM;22/04/2026
4;Cielo;Especialista em Transformação e Projetos;Barueri (SP);16 hours ago;https://www.linkedin.com/jobs/view/4403675573/;https://media.licdn.com/dms/image/v2/D4D0BAQGTX-wCoqy8RA/company-logo_100_100/company-logo_100_100/0/1664799757547?e=1778112000&v=beta&t=hdliP8O8B4cmEFVV-0yfhWB9HhLo6ytuRc-UzHGmS0M;Advanced > Specialist;https://www.linkedin.com/company/cielo/about/;Marketing;Inhire;cielo;3.0;https://www.linkedin.com/jobs/view/4403675573/;https://cielo.inhire.app/vagas/e537245d-7179-405e-a8d8-88d88a9b0cbd/especialista-em-transformacao-e-projetos?source=linkedin;Hybrid;Specialist, Change Mgt;22/04/2026
5;Cury Construtora;Pessoa Engenheira de Produção - CCISA82;São Paulo (SP);20 hours ago;https://www.linkedin.com/jobs/view/4401674907/;https://media.licdn.com/dms/image/v2/C4D0BAQGIK9sXxTJSvA/company-logo_100_100/company-logo_100_100/0/1672952948924/cury_construtora_logo?e=1778112000&v=beta&t=xvmDWFSdh0ZbZUjVtCP2atiNj0vuDazuEij5poOAMAY;-;https://www.linkedin.com/company/cury-construtora/about/;Construction;Gupy;cury construtora;2.0;https://www.linkedin.com/jobs/view/4401674907/;https://cury.gupy.io/job/eyJqb2JJZCI6MTExNDA4NzQsInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;On-site;PCD / Afirmativa;22/04/2026
6;Cyncly;Professional Services Manager; (SP);5 hours ago;https://www.linkedin.com/jobs/view/4401954033/;https://media.licdn.com/dms/image/v2/C4E0BAQG0QRC19yBAjQ/company-logo_100_100/company-logo_100_100/0/1663308836916/cyncly_logo?e=1778112000&v=beta&t=rhyFko_ETwhM7Sbkml_WxG3PF_OA2F4WqRVR7MR0krc;Middle > Manager;https://www.linkedin.com/company/cyncly/about/;Marketing;Oracle;cyncly;1.0;https://www.linkedin.com/jobs/view/4401954033/;https://fa-ewdg-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CynclyJobs/job/2473/?utm_medium=jobshare&utm_source=External+Job+Share;Hybrid;Liderança/Gerência;22/04/2026
7;DINGO;Senior Condition Intelligence (CI & PM);Brasil;5 hours ago;https://www.linkedin.com/jobs/view/4401647886/;https://media.licdn.com/dms/image/v2/C560BAQF0sf9RlRDhhw/company-logo_100_100/company-logo_100_100/0/1669751699245/dingo_logo?e=1778112000&v=beta&t=9qeqgQfC-M5q8Ior5k_GnGb1FlecoICfwttnLr_iCfI;Produtos > Product Manager;https://www.linkedin.com/company/dingo/about/;Hardware;LinkedIn (Easy Apply);dingo;1.0;https://www.linkedin.com/jobs/view/4401647886/;https://www.linkedin.com/jobs/view/4401647886/;Remote;Senior, Product Owner/Product Manager;22/04/2026
8;EVT IT;Gerente de Projetos Sênior (60962);São Paulo (SP);17 hours ago;https://www.linkedin.com/jobs/view/4403696041/;https://media.licdn.com/dms/image/v2/D4D0BAQG_7GD7TDytvQ/company-logo_100_100/company-logo_100_100/0/1688671566546/evtit_logo?e=1778112000&v=beta&t=cwpk7awuTUqOyN1rU0AE8w7hsQ7tnqJ8HVdvMVPwE9Y;Middle > Manager;https://www.linkedin.com/company/evt-it/about/;IT;Quickin;evt it;3.0;https://www.linkedin.com/jobs/view/4403696041/;https://jobs.quickin.io/evtit/jobs/69e27a515d429a001364e342?src=LinkedIn%20Limited%20Listings;On-site;Senior, Mid, Liderança/Gerência;22/04/2026
9;Grupo Fornecedora;Coordenador(a) de Gestão e Performance;Fortaleza (CE);7 hours ago;https://www.linkedin.com/jobs/view/4401933322/;https://media.licdn.com/dms/image/v2/D4E0BAQFe5DhtF4uZTw/company-logo_100_100/B4EZwEv7R0HsAY-/0/1769606198888/grupo_fornecedora_logo?e=1778112000&v=beta&t=ATJS5JyzZqY9HNonikBQEAF8NvEkxU0Wy3VHg9hCWQM;Middle > Manager;https://www.linkedin.com/company/grupo-fornecedora/about/;Other;Gupy;grupo fornecedora;1.0;https://www.linkedin.com/jobs/view/4401933322/;https://vemserfornecedora.gupy.io/job/eyJqb2JJZCI6MTExNjc5NDksInNvdXJjZSI6ImxpbmtlZGluIn0=?jobBoardSource=linkedin;On-site;Mid, Liderança/Gerência;22/04/2026
10;INDI Staffing Services;Scrum Master - Remote Work; (RJ);Easy Apply;https://www.linkedin.com/jobs/view/4404595764/;https://media.licdn.com/dms/image/v2/D560BAQErXjIzfHesyQ/company-logo_100_100/company-logo_100_100/0/1666898446316/indi_staffing_services_logo?e=1778112000&v=beta&t=gLhoDobFUy2jZvf8TuJ5KbVodJybZaQVyr7VZdU-6yA;Agility > Scrum Master;https://www.linkedin.com/company/indi-staffing-services/about/;Other;LinkedIn (Easy Apply);indi staffing services;1.0;https://www.linkedin.com/jobs/view/4404595764/;https://www.linkedin.com/jobs/view/4404595764/;Remote;Scrum/Agile;22/04/2026
