Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date
1;4DF Connect;Gerente de Projetos;São Paulo (SP);20 hours ago;https://www.linkedin.com/jobs/view/4403124951/;https://media.licdn.com/dms/image/v2/D4E0BAQHgznwIT2t3IA/company-logo_100_100/B4EZgUICjYGcAU-/0/1752684309117/4dfconnect_logo?e=1778112000&v=beta&t=rrlhLXr7x6nkGr4L58od-y852Kiyi1LjYoZnQ_JOA5I;Middle > Manager;https://www.linkedin.com/company/4df-connect/about/;Marketing;Geekhunter;4df connect;1.0;https://www.linkedin.com/jobs/view/4403124951/;https://www.geekhunter.com.br/code-group/jobs/-gerente-de-projetos-2?utm_source=linkedin&utm_medium=geekhunter&utm_campaign=64486;On-site;Mid, Liderança/Gerência;17/04/2026
2;AXIA Energia;Analista de implantação de projetos de engenharia II - Planner;Sobradinho (BA);Viewed;https://www.linkedin.com/jobs/view/4390678546/;https://media.licdn.com/dms/image/v2/D4D0BAQH6a4cGr1tuWQ/company-logo_100_100/B4DZoMkDQ4JIAQ-/0/1761147369272?e=1778112000&v=beta&t=tPoz_76rqOQE80prasAw8hWD7gbYKfUVk1yS1dn59C4;Advanced > Specialist;https://www.linkedin.com/company/axia-energia/about/;Energy;Gupy;axia energia;1.0;https://www.linkedin.com/jobs/view/4390678546/;https://axiaenergia.gupy.io/jobs/10958023?jobBoardSource=linkedin;On-site;Associate, Engenharia Geral, Implementação;17/04/2026
3;Acelen;ESPECIALISTA DE EXCELÊNCIA OPERACIONAL;São Francisco do Conde (BA);4 hours ago;https://www.linkedin.com/jobs/view/4400846026/;https://media.licdn.com/dms/image/v2/C560BAQHVZdE1DI4hAA/company-logo_100_100/company-logo_100_100/0/1638319208327/acelen_logo?e=1778112000&v=beta&t=pZwQunC5Csyx2WHd-_RJyJWH20VluzffUu0lE21UYjA;Advanced > Specialist;https://www.linkedin.com/company/acelen/about/;Other;recrut.ai;acelen;1.0;https://www.linkedin.com/jobs/view/4400846026/;https://acelen.jobs.recrut.ai/job/2G53A8?source=linkedin;On-site;Specialist, Processos/Excelência;17/04/2026
4;Adium Brasil;Líder Técnico de Projetos de Sistemas (TI);São Paulo (SP);7 hours ago;https://www.linkedin.com/jobs/view/4400827148/;https://media.licdn.com/dms/image/v2/C4D0BAQHjxfHQM3E3oQ/company-logo_100_100/company-logo_100_100/0/1678386674172?e=1778112000&v=beta&t=2od4JkTaeuOr6smbQSldLr3LRwvmiwQU_MANgEt1Gd0;-;https://www.linkedin.com/company/adium-brasil/about/;IT;LinkedIn (Easy Apply);adium brasil;1.0;https://www.linkedin.com/jobs/view/4400827148/;https://www.linkedin.com/jobs/view/4400827148/;Hybrid;Mid, Liderança/Gerência, Coach, TI/Tech;17/04/2026
5;Afonso França Engenharia;COORDENADOR PROJETOS;Caucaia (CE);19 hours ago;https://www.linkedin.com/jobs/view/4402326893/;https://media.licdn.com/dms/image/v2/D4D0BAQE34j8Ox3Z2rg/company-logo_100_100/company-logo_100_100/0/1698794883256/afonso_frana_engenharia_logo?e=1778112000&v=beta&t=n18N4jvmBXsJLirRGVVcN1yc27tbMiMYG955nhp_lXI;Middle > Manager;https://www.linkedin.com/company/afonso-fran-a-engenharia/about/;Marketing;Quickin;afonso frança engenharia;3.0;https://www.linkedin.com/jobs/view/4402326893/;https://jobs.quickin.io/afonsofranca/jobs/69e1233a6f6d56001334539f?src=LinkedIn%20Limited%20Listings;On-site;Mid, Liderança/Gerência;17/04/2026
6;AgileEngine;Delivery Director ID50902;São Paulo (SP);13 hours ago;https://www.linkedin.com/jobs/view/4402373885/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1778112000&v=beta&t=Js-xsJuZaeVp3kUpjQC5Gw5Di6af21kIvzOEm9ETzhA;Leadership > C-Level > Director;https://www.linkedin.com/company/agileengine/about/;Other;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4402373885/;https://agileengine.zohorecruit.com/recruit/ViewJob.na?digest=l%40t.6K4ByLHs8JAwAM6StEPIiGbOVRpO3cKwTrHruY4-&embedsource=LinkedIn%2BLimited%2BListings;Remote;Liderança/Gerência, Delivery/SDM;17/04/2026
7;Agência VMM;Gestor de projetos - Presencial;Maceió (AL);Easy Apply;https://www.linkedin.com/jobs/view/4400452304/;https://media.licdn.com/dms/image/v2/D4E0BAQE4AbYN8Nk1Kg/company-logo_100_100/B4EZ0nERe1JAAY-/0/1774476926106/agenciavmm_logo?e=1778112000&v=beta&t=anbnRiz_uPxxnDOhzHdGVFWmoBhbRVOZWXDUccBt6DY;-;https://www.linkedin.com/company/ag-ncia-vmm/about/;Marketing;LinkedIn (Easy Apply);agência vmm;1.0;https://www.linkedin.com/jobs/view/4400452304/;https://www.linkedin.com/jobs/view/4400452304/;On-site;Liderança/Gerência;17/04/2026
8;AllEasy;Analista de Projetos Pleno;São Paulo (SP);3 hours ago;https://www.linkedin.com/jobs/view/4400847259/;https://media.licdn.com/dms/image/v2/D4D0BAQE6fpDeeWjKEQ/company-logo_100_100/B4DZ2IKtLRG0AQ-/0/1776106001521/alleasy_logo?e=1778112000&v=beta&t=MJx-0rJHXE6IcEUzM9onfJkjV_jmFEpjx2CJKdVWSEI;Advanced > Specialist;https://www.linkedin.com/company/alleasy/about/;Marketing;LinkedIn (Easy Apply);alleasy;1.0;https://www.linkedin.com/jobs/view/4400847259/;https://www.linkedin.com/jobs/view/4400847259/;Hybrid;Mid, Associate;17/04/2026
9;Alpargatas S.A.;Santa Rita/PB | Analista de Projetos Sênior;Santa Rita (PB);Viewed;https://www.linkedin.com/jobs/view/4402147090/;https://media.licdn.com/dms/image/v2/C510BAQEXZIQnC02Dxg/company-logo_100_100/company-logo_100_100/0/1631330720234?e=1778112000&v=beta&t=ndG3SIbwCEiORPP6BVEdQHQnXAuGHxb2GyIsyKU3f1Y;Advanced > Specialist;https://www.linkedin.com/company/alpargatas-s-a/about/;IT;Gupy;alpargatas s.a.;1.0;https://www.linkedin.com/jobs/view/4402147090/;https://alpargatas.gupy.io/jobs/11049964?jobBoardSource=linkedin;On-site;Senior, Associate;17/04/2026
10;Altenburg;Programador de PCP;Blumenau (SC);14 hours ago;https://www.linkedin.com/jobs/view/4403184933/;https://media.licdn.com/dms/image/v2/C4D0BAQE0IkIyBOc0PA/company-logo_100_100/company-logo_100_100/0/1630466636568/altenburg_ind_t_xtil_ltda_logo?e=1778112000&v=beta&t=BroWSO7thA44KIv70afsdgnoKF5Cde56RoAicS40J-E;-;https://www.linkedin.com/company/altenburg/about/;Marketing;Infojobs;altenburg;1.0;https://www.linkedin.com/jobs/view/4403184933/;https://altenburg.pandape.infojobs.com.br/Detail/3140454?ov=6&xtor=AL-366332662&utm_source=linkedin&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats;On-site;PCP;17/04/2026
