Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;ABF Developments;Analista de Projetos - Processos Seletivos Abertos;Porto Alegre (RS);06/05 17:00;https://www.linkedin.com/jobs/view/4408895816/;https://media.licdn.com/dms/image/v2/C4D0BAQF2l6buvmzFsw/company-logo_100_100/company-logo_100_100/0/1671048476791/abfdevelopments_logo?e=1779926400&v=beta&t=dKCXzkOb3sse1zOeyOBm7vsJmnoU9piIZT-s3MA2m0A;Advanced > Process & Automation;https://www.linkedin.com/company/abf-developments/about/;IT;;abf developments;1;https://www.linkedin.com/jobs/view/4408895816/;https://www.linkedin.com/jobs/view/4408895816/;On-site;Associate, Processos/Excelência;07/05/2026;Porto Alegre;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul;gerente projetos
2;AM Headhunter;Gerente de projetos SAP - Inglês Fluente;Rio Claro (SP);06/05 15:00;https://www.linkedin.com/jobs/view/4409602704/;https://media.licdn.com/dms/image/v2/D4D0BAQETio3PGXeV2Q/company-logo_100_100/B4DZUk6VIqGkAQ-/0/1740081026002/am_headhunter_logo?e=1779926400&v=beta&t=jYkpoA7mTP7ZVLc7ZeNJheWvGK_vfKGotaPfXfQxt3U;Middle > Manager;https://www.linkedin.com/company/am-headhunter/about/;Marketing;;am headhunter;1;https://www.linkedin.com/jobs/view/4409602704/;https://www.linkedin.com/jobs/view/4409602704/;On-site;Inglês Fluente/Avançado, Mid, Liderança/Gerência, SAP;07/05/2026;Rio Claro;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
3;Accenture Brasil;Consultores SAP PS/PP/PM/QM/APM/PLM;Grande Recife (PE);06/05 15:00;https://www.linkedin.com/jobs/view/4328009575/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Advanced > Specialist;https://www.linkedin.com/company/accenture-brasil/about/;Other;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4328009575/;https://www.linkedin.com/jobs/view/4328009575/;Remote;Consultor, SAP, Product Owner/Product Manager;07/05/2026;;Pernambuco;PE;Região Nordeste;Brasil;América do Sul;gerente projetos
4;Afya;Analista de Projetos Sênior;Belo Horizonte (MG);07/05 07:00;https://www.linkedin.com/jobs/view/4409207307/;https://media.licdn.com/dms/image/v2/D4D0BAQFvzrTQjlpxiQ/company-logo_100_100/B4DZVwtwN5HAAQ-/0/1741352797522/afyamedicina_logo?e=1779926400&v=beta&t=w7XdzyiPhSDQcgDLsZdR6fS_PqfMxVX6a87JKYvz2Lw;Advanced > Specialist;https://www.linkedin.com/company/afya/about/;Marketing;Gupy;afya;1.0;https://www.linkedin.com/jobs/view/4409207307/;https://www.linkedin.com/jobs/view/4409207307/;Hybrid;Senior, Associate;07/05/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul;gerente projetos
5;Amply;Senior Project Manager;Brasil;06/05 19:00;https://www.linkedin.com/jobs/view/4409987680/;https://media.licdn.com/dms/image/v2/D4E0BAQFvhkrnRHIJ3A/company-logo_100_100/company-logo_100_100/0/1681838689681/joinamply_logo?e=1779926400&v=beta&t=Sz302Ix-R3Xt9QLG95-Iw0tYWBoqecQYbVJfkKfcDyk;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/amply/about/;Marketing;forms.clickup.com;amply;1.0;https://www.linkedin.com/jobs/view/4409987680/;https://www.linkedin.com/jobs/view/4409987680/;Remote;Senior, Liderança/Gerência;07/05/2026;;;;;Brasil;América do Sul;gerente projetos
6;BairesDev;Senior Project Manager - Remote Work;América Latina;06/05 17:00;https://www.linkedin.com/jobs/view/4409989153/;https://media.licdn.com/dms/image/v2/D4E0BAQGNvQASzrdL_w/company-logo_100_100/company-logo_100_100/0/1687874736484/bairesdev_logo?e=1779926400&v=beta&t=0X9WV4CKVySjy2GbPrZ-qwM0E3XYVzHfK7Jda51YvnY;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/bairesdev/about/;Marketing;applicants.bairesdev.com;bairesdev;2.0;https://www.linkedin.com/jobs/view/4409989153/;https://www.linkedin.com/jobs/view/4409989153/;Remote;Senior, Liderança/Gerência;07/05/2026;;;;;;América Latina;gerente projetos
7;BairesDev;Project Manager - Remote Work;Brasil;06/05 17:00;https://www.linkedin.com/jobs/view/4409988144/;https://media.licdn.com/dms/image/v2/D4E0BAQGNvQASzrdL_w/company-logo_100_100/company-logo_100_100/0/1687874736484/bairesdev_logo?e=1779926400&v=beta&t=0X9WV4CKVySjy2GbPrZ-qwM0E3XYVzHfK7Jda51YvnY;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/bairesdev/about/;Marketing;applicants.bairesdev.com;bairesdev;2.0;https://www.linkedin.com/jobs/view/4409988144/;https://www.linkedin.com/jobs/view/4409988144/;Remote;Liderança/Gerência;07/05/2026;;;;;Brasil;América do Sul;gerente projetos
8;Baker Hughes;Product Delivery Manager;Brasil;06/05 15:00;https://www.linkedin.com/jobs/view/4379657579/;https://media.licdn.com/dms/image/v2/C4E0BAQE4CJSgGjKt_w/company-logo_100_100/company-logo_100_100/0/1630655649902/bakerhughes_logo?e=1779926400&v=beta&t=ggI36dcBQZMxcQA0XzDpiIatpYCPNOYql-zy-nvsHI0;Operations > Delivery Manager;https://www.linkedin.com/company/baker-hughes/about/;Marketing;careers.bakerhughes.com;baker hughes;1.0;https://www.linkedin.com/jobs/view/4379657579/;https://www.linkedin.com/jobs/view/4379657579/;Remote;Liderança/Gerência, Delivery/SDM;07/05/2026;;;;;Brasil;América do Sul;gerente projetos
9;Beemôn Tecnologia;Gerente de Projetos;Caxias do Sul (RS);06/05 22:00;https://www.linkedin.com/jobs/view/4411285968/;https://media.licdn.com/dms/image/v2/D4E0BAQFh5FPjrivwlw/company-logo_100_100/company-logo_100_100/0/1682597430039/beemontech_logo?e=1779926400&v=beta&t=O1qSTJ3btojenlVAkt6xbHOKZCFgfjb56mufh9crR84;Middle > Manager;https://www.linkedin.com/company/beem-n-tecnologia/about/;IT;;beemôn tecnologia;1;https://www.linkedin.com/jobs/view/4411285968/;https://www.linkedin.com/jobs/view/4411285968/;On-site;Mid, Liderança/Gerência;07/05/2026;Caxias do Sul;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul;gerente projetos
10;Bellinati Perez;Analista de Projetos Sênior;Curitiba (PR);06/05 20:00;https://www.linkedin.com/jobs/view/4409215397/;https://media.licdn.com/dms/image/v2/D4D0BAQFUWp7lskqNxg/company-logo_100_100/B4DZml_GcbHsAU-/0/1759426407662/bellinati_perez_logo?e=1779926400&v=beta&t=QeH_YP3bCydl3ZAKmqJJxWMvOQXUOszG_Fo20PRsIXA;Advanced > Specialist;https://www.linkedin.com/company/bellinati-perez/about/;IT;Gupy;bellinati perez;1.0;https://www.linkedin.com/jobs/view/4409215397/;https://www.linkedin.com/jobs/view/4409215397/;Hybrid;Senior, Associate;07/05/2026;Curitiba;Paraná;PR;Região Sul;Brasil;América do Sul;gerente projetos
11;Birlasoft;Gerente de Projetos Sênior (Oracle);Brasil;06/05 18:00;https://www.linkedin.com/jobs/view/4409992371/;https://media.licdn.com/dms/image/v2/C4E0BAQFJ26tVfkJeKg/company-logo_100_100/company-logo_100_100/0/1630606173796/birlasoft_logo?e=1779926400&v=beta&t=zX5FcwuXpp_TzxdHi4u0-gwhZSzN9qGKbZxDrhRxxic;Middle > Manager;https://www.linkedin.com/company/birlasoft/about/;Marketing;LinkedIn (Easy Apply);birlasoft;1.0;https://www.linkedin.com/jobs/view/4409992371/;https://www.linkedin.com/jobs/view/4409992371/;Remote;Senior, Mid, Liderança/Gerência;07/05/2026;;;;;Brasil;América do Sul;gerente projetos
12;CI&T;Senior Project Manager, Campinas, Brasil (Hybrid);Campinas (SP);07/05 14:00;https://www.linkedin.com/jobs/view/4411672307/;https://media.licdn.com/dms/image/v2/D4D0BAQGLvQL_ujmJgA/company-logo_100_100/B4DZi9QI7xHwAc-/0/1755521781937/ciandt_logo?e=1779926400&v=beta&t=ZTdJXRt59Ayr58CPHWQsDrn9wDbd7kk3qZhrJofmQZ0;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/ci-t/about/;Marketing;LinkedIn (Easy Apply);ci&t;4.0;https://www.linkedin.com/jobs/view/4411672307/;https://www.linkedin.com/jobs/view/4411672307/;Hybrid;Senior, Liderança/Gerência;07/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
13;Candidata ai;Gestor de Projetos;Palhoça (SC);06/05 22:00;https://www.linkedin.com/jobs/view/4411294637/;https://media.licdn.com/dms/image/v2/D4D0BAQE2fH2l2wNlMQ/company-logo_100_100/company-logo_100_100/0/1734989821316/candidata_ai_logo?e=1779926400&v=beta&t=e3CdZFLxbN5p4pMVbcP_1rw_xA5H2ll3f6Kf8dbu2_E;-;https://www.linkedin.com/company/candidata-ai/about/;Data;www.linkedin.com;candidata ai;1.0;https://www.linkedin.com/jobs/view/4411294637/;https://www.linkedin.com/jobs/view/4411294637/;On-site;Liderança/Gerência;07/05/2026;Palhoça;Santa Catarina;SC;Região Sul;Brasil;América do Sul;gerente projetos
14;Cheil Brasil;Coordenador de Projetos;São Paulo (SP);06/05 22:00;https://www.linkedin.com/jobs/view/4411296547/;https://media.licdn.com/dms/image/v2/D4D0BAQF88KCD__A7IA/company-logo_100_100/B4DZiLQVXhGkAU-/0/1754682972132/cheil_brasil_logo?e=1779926400&v=beta&t=dOkMb8RQMgv-OKdrMfFok4teK2qA9nechhvrJL3xKxI;Middle > Manager;https://www.linkedin.com/company/cheil-brasil/about/;Marketing;Solidês;cheil brasil;1.0;https://www.linkedin.com/jobs/view/4411296547/;https://www.linkedin.com/jobs/view/4411296547/;Hybrid;Mid, Liderança/Gerência;07/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;gerente projetos
