Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;ABB;Senior Project Engineer - MES Systems;São Paulo (SP);12/05 05:00;https://www.linkedin.com/jobs/view/4413289447/;https://media.licdn.com/dms/image/v2/C4D0BAQHPGAMgqJMBZQ/company-logo_100_100/company-logo_100_100/0/1630579606103/abb_logo?e=1779926400&v=beta&t=M9KVkpBbOSjT2Jr2DNG2Da_mQpnYK0WtTt_OzNy5oBI;Advanced > Information Technology;https://www.linkedin.com/company/abb/about/;-;careers.abb;abb;1.0;https://www.linkedin.com/jobs/view/4413289447/;https://www.linkedin.com/jobs/view/4413289447/;On-site;Senior, Engenharia Geral;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
2;ACL;Platform Engineer / SRE.;América Latina;11/05 22:00;https://www.linkedin.com/jobs/view/4410107183/;https://media.licdn.com/dms/image/v2/D4E0BAQFILA4Y-53I3w/company-logo_100_100/B4EZmHpp_KHcAQ-/0/1758917470447/acltecnologia_logo?e=1779926400&v=beta&t=f16LtdKAySRPlQOQlEH4RSd8vWtLPhdtbU6FjTbkDVw;Advanced > Information Technology;https://www.linkedin.com/company/acl/about/;-;LinkedIn (Easy Apply);acl;1.0;https://www.linkedin.com/jobs/view/4410107183/;https://www.linkedin.com/jobs/view/4410107183/;Remote;Engenharia Geral;12/05/2026;;;;;;América Latina;engenheiro tecnologia da informação
3;ALS;Pessoa Desenvolvedora | CAMPINAS - SP;Campinas (SP);11/05 16:00;https://www.linkedin.com/jobs/view/4413126523/;https://media.licdn.com/dms/image/v2/D560BAQEvef0vRwt8aA/company-logo_100_100/company-logo_100_100/0/1719851393792/als_logo?e=1779926400&v=beta&t=jP4rdFzhzNw-VGKuHIVaQDfrJHEW7HOhVCLtmyF7Yn8;-;https://www.linkedin.com/company/als/about/;-;;als;1.0;https://www.linkedin.com/jobs/view/4413126523/;https://www.linkedin.com/jobs/view/4413126523/;Remote;PCD / Afirmativa;12/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
4;ANDRITZ;Desenvolvedor(a) Full-Stack II;Porto Alegre (RS);11/05 18:00;https://www.linkedin.com/jobs/view/4413131891/;https://media.licdn.com/dms/image/v2/C4D0BAQFaniq8UCGInQ/company-logo_100_100/company-logo_100_100/0/1631370408031/andritz_logo?e=1779926400&v=beta&t=aWJrgtgOBU9MeZMi9wOYOZUKXfiS-K_iYAd8FkG5eq0;-;https://www.linkedin.com/company/andritz/about/;Software e Serviços de TI;careers.andritz.com;andritz;3.0;https://www.linkedin.com/jobs/view/4413131891/;https://www.linkedin.com/jobs/view/4413131891/;Remote;Full Stack;12/05/2026;Porto Alegre;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
5;ASAAS;Analytics Engineer Tech Lead;Brasil;11/05 20:00;https://www.linkedin.com/jobs/view/4413163675/;https://media.licdn.com/dms/image/v2/D4D0BAQHnReI431P6iw/company-logo_100_100/B4DZ1DwvyBGUAQ-/0/1774958345828/asaasbrasil_logo?e=1779926400&v=beta&t=12-cTiLyqq1RIgUSjvt8o4Wd3sN0NpYvlqTSC04WT58;Data & Ai > BI Analytics And Big Data;https://www.linkedin.com/company/asaas/about/;Dados e Analytics;;asaas;1.0;https://www.linkedin.com/jobs/view/4413163675/;https://www.linkedin.com/jobs/view/4413163675/;Remote;Mid, Liderança/Gerência, TI/Tech, Dados/Analytics, Engenharia Geral;12/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
6;Accenture Brasil;Analista de Engenharia - Presencial (Inglês Intermediário);Grande Recife (PE);11/05 23:00;https://www.linkedin.com/jobs/view/4412979807/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Advanced > Specialist;https://www.linkedin.com/company/accenture-brasil/about/;-;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412979807/;https://www.linkedin.com/jobs/view/4412979807/;On-site;Associate, Engenharia Geral;12/05/2026;;Pernambuco;PE;Região Nordeste;Brasil;América do Sul;engenheiro tecnologia da informação
7;Accenture Brasil;Desenvolvedor Fullstack Júnior | Python, Angular & IA;São Paulo (SP);11/05 23:00;https://www.linkedin.com/jobs/view/4412982687/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;-;https://www.linkedin.com/company/accenture-brasil/about/;Inteligência Artificial;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412982687/;https://www.linkedin.com/jobs/view/4412982687/;Remote;Inteligência Artificial, Junior, Full Stack;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
8;Accenture Brasil;Desenvolvedor Fullstack Pleno | Python, Angular & IA;São Paulo (SP);11/05 23:00;https://www.linkedin.com/jobs/view/4412995202/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;-;https://www.linkedin.com/company/accenture-brasil/about/;Inteligência Artificial;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412995202/;https://www.linkedin.com/jobs/view/4412995202/;Remote;Inteligência Artificial, Mid, Full Stack;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
9;Accenture Brasil;Desenvolvedor(a) Node.js Pleno e Sênior – Híbrido;São Paulo (SP);11/05 23:00;https://www.linkedin.com/jobs/view/4412979803/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;-;https://www.linkedin.com/company/accenture-brasil/about/;-;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412979803/;https://www.linkedin.com/jobs/view/4412979803/;Hybrid;Senior, Mid;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
10;Accenture Brasil;Desenvolvedor(a) VTEX Pleno e Sênior – Híbrido;São Paulo (SP);11/05 23:00;https://www.linkedin.com/jobs/view/4412988435/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;-;https://www.linkedin.com/company/accenture-brasil/about/;-;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412988435/;https://www.linkedin.com/jobs/view/4412988435/;Hybrid;Senior, Mid;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
11;Accenture Brasil;Especialista Full Stack em IA (Python + Angular);São Paulo (SP);12/05 03:00;https://www.linkedin.com/jobs/view/4413508708/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Advanced > Specialist;https://www.linkedin.com/company/accenture-brasil/about/;Inteligência Artificial;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4413508708/;https://www.linkedin.com/jobs/view/4413508708/;Remote;Inteligência Artificial, Specialist, Full Stack;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
12;Aditi Consulting;Senior Software Engineer (Python/Go);Contagem (MG);11/05 17:00;https://www.linkedin.com/jobs/view/4412963366/;https://media.licdn.com/dms/image/v2/C560BAQFhSuWL16cn7A/company-logo_100_100/company-logo_100_100/0/1655498607143/aditiconsulting_logo?e=1779926400&v=beta&t=YohfwLjK8V2nyB2SarIW7U7dFhNEVG9gIqOu2A78hVE;Advanced > Information Technology;https://www.linkedin.com/company/aditi-consulting/about/;Consultoria e Assessoria;;aditi consulting;1.0;https://www.linkedin.com/jobs/view/4412963366/;https://www.linkedin.com/jobs/view/4412963366/;Remote;Senior, TI/Tech, Engenharia Geral;12/05/2026;Contagem;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
13;Agibank;Pleno Backend Software Engineer - Campinas/SP;Campinas (SP);11/05 21:00;https://www.linkedin.com/jobs/view/4412992794/;https://media.licdn.com/dms/image/v2/C560BAQEjCCKGMhA9Yw/company-logo_100_100/company-logo_100_100/0/1630377372677/agibank_logo?e=1779926400&v=beta&t=5jrB6QMfUpBSS-o96uWUg-2QJezNDNdV8eLcUMMyvS0;Advanced > Information Technology;https://www.linkedin.com/company/agibank/about/;Serviços Financeiros;Greenhouse;agibank;2.0;https://www.linkedin.com/jobs/view/4412992794/;https://www.linkedin.com/jobs/view/4412992794/;Hybrid;Mid, TI/Tech, Backend, Engenharia Geral;12/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
14;AgileEngine;Technical Lead ID64562;Belo Horizonte (MG);11/05 08:00;https://www.linkedin.com/jobs/view/4413135673/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413135673/;https://www.linkedin.com/jobs/view/4413135673/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
15;AgileEngine;DevOps Engineer;Brasil;11/05 18:00;https://www.linkedin.com/jobs/view/4413146557/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Advanced > Information Technology;https://www.linkedin.com/company/agileengine/about/;-;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413146557/;https://www.linkedin.com/jobs/view/4413146557/;Remote;DevOps, Engenharia Geral;12/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
16;AgileEngine;Technical Lead ID64562;Brasília (DF);11/05 08:00;https://www.linkedin.com/jobs/view/4413152096/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413152096/;https://www.linkedin.com/jobs/view/4413152096/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;;Distrito Federal;DF;Região Centro-Oeste;Brasil;América do Sul;engenheiro tecnologia da informação
17;AgileEngine;Technical Lead ID64562;Campinas (SP);11/05 08:00;https://www.linkedin.com/jobs/view/4413131801/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413131801/;https://www.linkedin.com/jobs/view/4413131801/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
18;AgileEngine;Technical Lead ID64562;Curitiba (PR);11/05 08:00;https://www.linkedin.com/jobs/view/4413149126/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413149126/;https://www.linkedin.com/jobs/view/4413149126/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Curitiba;Paraná;PR;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
19;AgileEngine;Technical Lead ID64562;Florianópolis (SC);11/05 08:00;https://www.linkedin.com/jobs/view/4413137485/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413137485/;https://www.linkedin.com/jobs/view/4413137485/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Florianópolis;Santa Catarina;SC;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
20;AgileEngine;Technical Lead ID64562;Grande Porto Alegre (RS);11/05 08:00;https://www.linkedin.com/jobs/view/4413143356/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413143356/;https://www.linkedin.com/jobs/view/4413143356/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
21;AgileEngine;Technical Lead ID64562;Recife (PE);11/05 08:00;https://www.linkedin.com/jobs/view/4413133711/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413133711/;https://www.linkedin.com/jobs/view/4413133711/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Recife;Pernambuco;PE;Região Nordeste;Brasil;América do Sul;engenheiro tecnologia da informação
22;AgileEngine;Technical Lead ID64562;Rio de Janeiro (RJ);11/05 08:00;https://www.linkedin.com/jobs/view/4413143451/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413143451/;https://www.linkedin.com/jobs/view/4413143451/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Rio de Janeiro;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
23;AgileEngine;Technical Lead ID64562;Salvador (BA);11/05 08:00;https://www.linkedin.com/jobs/view/4413134684/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413134684/;https://www.linkedin.com/jobs/view/4413134684/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Salvador;Bahia;BA;Região Nordeste;Brasil;América do Sul;engenheiro tecnologia da informação
24;AgileEngine;Technical Lead ID64562;Sorocaba (SP);11/05 08:00;https://www.linkedin.com/jobs/view/4413149102/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413149102/;https://www.linkedin.com/jobs/view/4413149102/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;Sorocaba;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
25;AgileEngine;Technical Lead ID64562;São Bernardo do Campo (SP);11/05 08:00;https://www.linkedin.com/jobs/view/4413129762/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413129762/;https://www.linkedin.com/jobs/view/4413129762/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;São Bernardo do Campo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
26;AgileEngine;Technical Lead ID64562;São Paulo (SP);11/05 08:00;https://www.linkedin.com/jobs/view/4413139581/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Middle > Manager;https://www.linkedin.com/company/agileengine/about/;Software e Serviços de TI;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4413139581/;https://www.linkedin.com/jobs/view/4413139581/;On-site;Mid, Liderança/Gerência, TI/Tech;12/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
27;Agoda;Principal Engineer, Back End (Bangkok based, Relocation provided);Belo Horizonte (MG);12/05 06:00;https://www.linkedin.com/jobs/view/4413285866/;https://media.licdn.com/dms/image/v2/D4D0BAQHnu249lVL3yA/company-logo_100_100/B4DZ09fn8fJQAU-/0/1774853194495/agoda_logo?e=1779926400&v=beta&t=C1tAUAYsy4ro4x5CjeSgyot4JvDLaC4Tqg8iboCddyI;Advanced > Information Technology;https://www.linkedin.com/company/agoda/about/;Software e Serviços de TI;Greenhouse;agoda;1.0;https://www.linkedin.com/jobs/view/4413285866/;https://www.linkedin.com/jobs/view/4413285866/;On-site;Backend, Engenharia Geral;12/05/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
28;Agoda;Principal Engineer, Back End (Bangkok based, Relocation provided);Brasília (DF);12/05 06:00;https://www.linkedin.com/jobs/view/4413290738/;https://media.licdn.com/dms/image/v2/D4D0BAQHnu249lVL3yA/company-logo_100_100/B4DZ09fn8fJQAU-/0/1774853194495/agoda_logo?e=1779926400&v=beta&t=C1tAUAYsy4ro4x5CjeSgyot4JvDLaC4Tqg8iboCddyI;Advanced > Information Technology;https://www.linkedin.com/company/agoda/about/;Software e Serviços de TI;Greenhouse;agoda;1.0;https://www.linkedin.com/jobs/view/4413290738/;https://www.linkedin.com/jobs/view/4413290738/;On-site;Backend, Engenharia Geral;12/05/2026;;Distrito Federal;DF;Região Centro-Oeste;Brasil;América do Sul;engenheiro tecnologia da informação
29;Agoda;Principal Engineer, Back End (Bangkok based, Relocation provided);Curitiba (PR);12/05 06:00;https://www.linkedin.com/jobs/view/4413287858/;https://media.licdn.com/dms/image/v2/D4D0BAQHnu249lVL3yA/company-logo_100_100/B4DZ09fn8fJQAU-/0/1774853194495/agoda_logo?e=1779926400&v=beta&t=C1tAUAYsy4ro4x5CjeSgyot4JvDLaC4Tqg8iboCddyI;Advanced > Information Technology;https://www.linkedin.com/company/agoda/about/;Software e Serviços de TI;Greenhouse;agoda;1.0;https://www.linkedin.com/jobs/view/4413287858/;https://www.linkedin.com/jobs/view/4413287858/;On-site;Backend, Engenharia Geral;12/05/2026;Curitiba;Paraná;PR;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
