Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;99x Brazil;AI Senior Product Engineer (Angular/Node.js);São Paulo (SP);11/05 10:00;https://www.linkedin.com/jobs/view/4412900361/;https://media.licdn.com/dms/image/v2/D4D0BAQGAU6ATHjRLXQ/company-logo_100_100/company-logo_100_100/0/1730221553465/nextlyteam_logo?e=1779926400&v=beta&t=fEmAL8WbgSITGwAtqrYTKDupXndqWIxFThyJTTTadQQ;Advanced > Information Technology;https://www.linkedin.com/company/99x-brazil/about/;Transporte e Mobilidade;;99x brazil;1;https://www.linkedin.com/jobs/view/4412900361/;https://www.linkedin.com/jobs/view/4412900361/;Remote;Inteligência Artificial, Senior, Engenharia Geral;11/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
2;ABB;Senior Project Engineer - MES Systems;São Paulo (SP);11/05 11:00;https://www.linkedin.com/jobs/view/4413032858/;https://media.licdn.com/dms/image/v2/C4D0BAQHPGAMgqJMBZQ/company-logo_100_100/company-logo_100_100/0/1630579606103/abb_logo?e=1779926400&v=beta&t=M9KVkpBbOSjT2Jr2DNG2Da_mQpnYK0WtTt_OzNy5oBI;Advanced > Information Technology;https://www.linkedin.com/company/abb/about/;-;careers.abb;abb;1.0;https://www.linkedin.com/jobs/view/4413032858/;https://www.linkedin.com/jobs/view/4413032858/;On-site;Senior, Engenharia Geral;11/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
3;AI.rr - Remote AI Jobs | Contract & Full-time;Software Developer — Python;Brasil;11/05 05:00;https://www.linkedin.com/jobs/view/4412721382/;https://media.licdn.com/dms/image/v2/D4D0BAQGgejk0EdWgHA/company-logo_100_100/B4DZ2xNMG0G8AQ-/0/1776794519185?e=1779926400&v=beta&t=vuFZhkFDdKEGkR8aTx9jDSwQhNScOtZOlCQaj0kZtX4;Advanced > Information Technology;https://www.linkedin.com/company/ai-rr-remote-ai-jobs-contract-full-time/about/;Inteligência Artificial;;ai.rr - remote ai jobs | contract & full-time;1;https://www.linkedin.com/jobs/view/4412721382/;https://www.linkedin.com/jobs/view/4412721382/;Remote;TI/Tech;11/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
4;ART IT - Intelligent Technology;Engenheiro de Dados Pleno/Sênior (Data & AI);São José dos Campos (SP);11/05 11:00;https://www.linkedin.com/jobs/view/4413040302/;https://media.licdn.com/dms/image/v2/D560BAQFrcvnTTEe0XQ/company-logo_100_100/company-logo_100_100/0/1713535685857/artitbrasil_logo?e=1779926400&v=beta&t=aGzd2X6KRSvoZjn-NJTQOcyoZMsXE27mn7sjhBSBO9k;-;https://www.linkedin.com/company/art-it-intelligent-technology/about/;Dados e Analytics;LinkedIn (Easy Apply);art it - intelligent technology;1.0;https://www.linkedin.com/jobs/view/4413040302/;https://www.linkedin.com/jobs/view/4413040302/;Hybrid;Inteligência Artificial, Senior, Mid, Dados/Analytics;11/05/2026;São José dos Campos;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
5;Accenture Brasil;Al Systems Engineer;Barueri (SP);11/05 11:00;https://www.linkedin.com/jobs/view/4412717162/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Advanced > Information Technology;https://www.linkedin.com/company/accenture-brasil/about/;-;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412717162/;https://www.linkedin.com/jobs/view/4412717162/;Remote;Engenharia Geral;11/05/2026;Barueri;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
6;Accenture Brasil;AI Engineer [Agents & LLM];São Paulo (SP);09/05 15:00;https://www.linkedin.com/jobs/view/4412189955/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Advanced > Information Technology;https://www.linkedin.com/company/accenture-brasil/about/;-;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4412189955/;https://www.linkedin.com/jobs/view/4412189955/;Hybrid;Inteligência Artificial, Engenharia Geral;11/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
7;Accenture Brasil;Pessoa Especialista Engenheiro(a) de IA Generativa (Híbrido);São Paulo (SP);10/05 15:00;https://www.linkedin.com/jobs/view/4409763108/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Advanced > Specialist;https://www.linkedin.com/company/accenture-brasil/about/;Inteligência Artificial;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4409763108/;https://www.linkedin.com/jobs/view/4409763108/;Hybrid;Inteligência Artificial, PCD / Afirmativa, Specialist;11/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
8;Airbnb;Senior iOS Automation Engineer;Brasil;11/05 14:00;https://www.linkedin.com/jobs/view/4365409580/;https://media.licdn.com/dms/image/v2/C560BAQFhfl32crIGIw/company-logo_100_100/company-logo_100_100/0/1630637496980/airbnb_logo?e=1779926400&v=beta&t=YceL1ZkntDDLTb231sQJuQBHpTB5kfO6D4F_FhhyeSc;Advanced > Process & Automation;https://www.linkedin.com/company/airbnb/about/;Inteligência Artificial;careers.airbnb.com;airbnb;3.0;https://www.linkedin.com/jobs/view/4365409580/;https://www.linkedin.com/jobs/view/4365409580/;Remote;Senior, Engenharia Geral;11/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
9;All European Careers;ServiceNow Application Portfolio Management (APM) & Data Quality Engineer;Brasil;11/05 08:00;https://www.linkedin.com/jobs/view/4412694034/;https://media.licdn.com/dms/image/v2/C4E0BAQHmuXYsXktr5Q/company-logo_100_100/company-logo_100_100/0/1631334457763?e=1779926400&v=beta&t=YRUr99UccXpHoAWUarwPxx6ERwYCxua_sV61ArUhCbU;Data & Ai > Data Engineering;https://www.linkedin.com/company/all-european-careers/about/;Dados e Analytics;;all european careers;1;https://www.linkedin.com/jobs/view/4412694034/;https://www.linkedin.com/jobs/view/4412694034/;Remote;Dados/Analytics, Engenharia Geral, Testes / QA;11/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
10;Ambra;Desenvolvedor(a) Full-Stack PHP/Laravel, VueJS e Angular;Brasil;11/05 10:00;https://www.linkedin.com/jobs/view/4412767187/;https://media.licdn.com/dms/image/v2/C4D0BAQEnzfsKhKbVWA/company-logo_100_100-alternative/company-logo_100_100-alternative/0/1630523514871/ambra_gaming_logo?e=1779926400&v=beta&t=FnFLZAY-q8kaFjwK70gH8cmqhhBUMYkwkjlPdG5HpoY;-;https://www.linkedin.com/company/ambra/about/;-;;ambra;1;https://www.linkedin.com/jobs/view/4412767187/;https://www.linkedin.com/jobs/view/4412767187/;Remote;Full Stack;11/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
