Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;2Future;Tech Lead (Foco em Inovação & Produto | Apps);São Paulo (SP);25/05 10:00;https://www.linkedin.com/jobs/view/4415210556/;https://media.licdn.com/dms/image/v2/C4D0BAQFFTGx6xRZsFA/company-logo_100_100/company-logo_100_100/0/1668734155660/2futureholding_logo?e=1781136000&v=beta&t=NhRnpXeoWiN2jMORHtWy63KNnV4YKNja_ZfCHFsJHss;Middle > Manager;https://www.linkedin.com/company/2future/about/;Software e Serviços de TI;;2future;1;https://www.linkedin.com/jobs/view/4415210556/;https://www.linkedin.com/jobs/view/4415210556/;On-site;Mid, Liderança/Gerência, TI/Tech, Inovação/P&D;25/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
2;4DF Connect;Coordenador de Sistemas Ruby;Brasil;25/05 02:00;https://www.linkedin.com/jobs/view/4418915407/;https://media.licdn.com/dms/image/v2/D4E0BAQHgznwIT2t3IA/company-logo_100_100/B4EZgUICjYGcAU-/0/1752684309117/4dfconnect_logo?e=1781136000&v=beta&t=3YV0Ckg9GPO176nDxnY_c_uqzHf8pODpliSdRCmhegQ;Middle > Manager;https://www.linkedin.com/company/4df-connect/about/;Software e Serviços de TI;Geekhunter;4df connect;1.0;https://www.linkedin.com/jobs/view/4418915407/;https://www.linkedin.com/jobs/view/4418915407/;Remote;Mid, Liderança/Gerência, TI/Tech;25/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
3;4DF Connect;Dev Backend Java/Kotlin Senior;Brasil;24/05 14:00;https://www.linkedin.com/jobs/view/4418964645/;https://media.licdn.com/dms/image/v2/D4E0BAQHgznwIT2t3IA/company-logo_100_100/B4EZgUICjYGcAU-/0/1752684309117/4dfconnect_logo?e=1781136000&v=beta&t=3YV0Ckg9GPO176nDxnY_c_uqzHf8pODpliSdRCmhegQ;Advanced > Information Technology;https://www.linkedin.com/company/4df-connect/about/;-;Geekhunter;4df connect;1.0;https://www.linkedin.com/jobs/view/4418964645/;https://www.linkedin.com/jobs/view/4418964645/;Remote;Senior, Backend;25/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
4;4DF Connect;Tech Lead Ruby on Rails - Time de Plataforma Financeiro;Brasil;24/05 20:00;https://www.linkedin.com/jobs/view/4418903368/;https://media.licdn.com/dms/image/v2/D4E0BAQHgznwIT2t3IA/company-logo_100_100/B4EZgUICjYGcAU-/0/1752684309117/4dfconnect_logo?e=1781136000&v=beta&t=3YV0Ckg9GPO176nDxnY_c_uqzHf8pODpliSdRCmhegQ;Middle > Manager;https://www.linkedin.com/company/4df-connect/about/;Serviços Financeiros;Geekhunter;4df connect;1.0;https://www.linkedin.com/jobs/view/4418903368/;https://www.linkedin.com/jobs/view/4418903368/;Remote;Mid, Liderança/Gerência, TI/Tech, Financeiro/Fiscal;25/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
5;ART IT - Intelligent Technology;Engenheiro de Machine Learning Pleno;São Paulo (SP);25/05 11:00;https://www.linkedin.com/jobs/view/4414335997/;https://media.licdn.com/dms/image/v2/D560BAQFrcvnTTEe0XQ/company-logo_100_100/company-logo_100_100/0/1713535685857/artitbrasil_logo?e=1781136000&v=beta&t=5qElTf6eWRVPC9yRPufPUQu9wziRs6UvTlgI10qif5o;-;https://www.linkedin.com/company/art-it-intelligent-technology/about/;Hardware e Eletrônicos;LinkedIn (Easy Apply);art it - intelligent technology;1.0;https://www.linkedin.com/jobs/view/4414335997/;https://www.linkedin.com/jobs/view/4414335997/;Remote;Machine Learning, Mid;25/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
6;ATECH – NEGÓCIOS EM TECNOLOGIAS S/A;PROGRAMA DE ESTÁGIO ATECH!;São Paulo (SP);25/05 06:00;https://www.linkedin.com/jobs/view/4414910831/;https://media.licdn.com/dms/image/v2/D4D0BAQEEg8Mn58U4QA/company-logo_100_100/B4DZsNQx_xLYAU-/0/1765454062051/atech_grupoembraer_logo?e=1781136000&v=beta&t=xWHaXX8wVHeN8GEE_I86wxem3o72NI-KDedxhvx097Y;-;https://www.linkedin.com/company/atech-neg-cios-em-tecnologias-s-a/about/;Software e Serviços de TI;Gupy;atech – negócios em tecnologias s/a;1.0;https://www.linkedin.com/jobs/view/4414910831/;https://www.linkedin.com/jobs/view/4414910831/;Hybrid;Intern, TI/Tech;25/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
7;Accenture Brasil;Desenvolvedor de Observabilidade;São Paulo (SP);25/05 07:00;https://www.linkedin.com/jobs/view/4417860854/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1781136000&v=beta&t=ZzIfjGrFDZMf19vQ7pPQ-7RM1ALw2Z1GwGRKvJyq3wU;-;https://www.linkedin.com/company/accenture-brasil/about/;-;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4417860854/;https://www.linkedin.com/jobs/view/4417860854/;Hybrid;-;25/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
8;Agibank;ERP Software Engineer Pleno - Dynamics 365 - Campinas/SP;Campinas (SP);25/05 06:00;https://www.linkedin.com/jobs/view/4409119029/;https://media.licdn.com/dms/image/v2/C560BAQEjCCKGMhA9Yw/company-logo_100_100/company-logo_100_100/0/1630377372677/agibank_logo?e=1781136000&v=beta&t=caba07WDBK5QzAMpJvmxXg6liaDjBUOOa_TD8MnGe5E;Advanced > Information Technology;https://www.linkedin.com/company/agibank/about/;Serviços Financeiros;Greenhouse;agibank;2.0;https://www.linkedin.com/jobs/view/4409119029/;https://www.linkedin.com/jobs/view/4409119029/;Hybrid;Mid, ERP/EPM, TI/Tech, Engenharia Geral;25/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
9;Agibank;Pleno Backend Software Engineer (Dados/ETL) - Campinas/SP;Campinas (SP);25/05 06:00;https://www.linkedin.com/jobs/view/4409034544/;https://media.licdn.com/dms/image/v2/C560BAQEjCCKGMhA9Yw/company-logo_100_100/company-logo_100_100/0/1630377372677/agibank_logo?e=1781136000&v=beta&t=caba07WDBK5QzAMpJvmxXg6liaDjBUOOa_TD8MnGe5E;Advanced > Information Technology;https://www.linkedin.com/company/agibank/about/;Dados e Analytics;Greenhouse;agibank;2.0;https://www.linkedin.com/jobs/view/4409034544/;https://www.linkedin.com/jobs/view/4409034544/;Hybrid;Mid, TI/Tech, Backend, Dados/Analytics, Engenharia Geral;25/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
10;Agibank;Pleno Backend Software Engineer - Campinas/SP;Campinas (SP);25/05 06:00;https://www.linkedin.com/jobs/view/4398387969/;https://media.licdn.com/dms/image/v2/C560BAQEjCCKGMhA9Yw/company-logo_100_100/company-logo_100_100/0/1630377372677/agibank_logo?e=1781136000&v=beta&t=caba07WDBK5QzAMpJvmxXg6liaDjBUOOa_TD8MnGe5E;Advanced > Information Technology;https://www.linkedin.com/company/agibank/about/;Serviços Financeiros;Greenhouse;agibank;2.0;https://www.linkedin.com/jobs/view/4398387969/;https://www.linkedin.com/jobs/view/4398387969/;Hybrid;Mid, TI/Tech, Backend, Engenharia Geral;25/05/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
