Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;Hire Feed;Database Administrator (Remote);América Latina;25/05 10:00;https://www.linkedin.com/jobs/view/4418958632/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1781136000&v=beta&t=wmIHYSrBRW2K2MKfFEPTdi2tIAUfl2cr1dhM2jF5X9I;-;https://www.linkedin.com/company/hire-feed/about/;Dados e Analytics;LinkedIn (Easy Apply);hire feed;1.0;https://www.linkedin.com/jobs/view/4418958632/;https://www.linkedin.com/jobs/view/4418958632/;Remote;-;25/05/2026;;;;;;América Latina;administrador banco de dados
2;Hire Feed;Database Administrator (Remote);Brasil;25/05 10:00;https://www.linkedin.com/jobs/view/4418949478/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1781136000&v=beta&t=wmIHYSrBRW2K2MKfFEPTdi2tIAUfl2cr1dhM2jF5X9I;-;https://www.linkedin.com/company/hire-feed/about/;Dados e Analytics;LinkedIn (Easy Apply);hire feed;1.0;https://www.linkedin.com/jobs/view/4418949478/;https://www.linkedin.com/jobs/view/4418949478/;Remote;-;25/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
3;Intersolid Software;Especialista Banco de Dados Oracle - DBA - SP;Brasil;24/05 14:00;https://www.linkedin.com/jobs/view/4414832243/;https://media.licdn.com/dms/image/v2/C4E0BAQF_zl7nJ6fk9Q/company-logo_100_100/company-logo_100_100/0/1639689007529/intersolidsoftware_logo?e=1781136000&v=beta&t=53_CRKtqgOhJrIGz4vZxYza0yu-B4rf8ZzAR_rN8kfU;Advanced > Specialist;https://www.linkedin.com/company/intersolid-software/about/;Dados e Analytics;;intersolid software;1;https://www.linkedin.com/jobs/view/4414832243/;https://www.linkedin.com/jobs/view/4414832243/;On-site;Specialist, Dados/Analytics;25/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
4;Tech Tactix Advisory Group;Senior C#/.NET Full-Stack DBA + Developer;Brasil;25/05 10:00;https://www.linkedin.com/jobs/view/4418942786/;https://media.licdn.com/dms/image/v2/D4E0BAQGtSnphjxuQiw/company-logo_100_100/B4EZq8dK5EHcAQ-/0/1764098355358?e=1781136000&v=beta&t=r9fFHOJd-PYyr1ADBVXl5PBsXKmjt4Kg43RQEsMvaRA;Advanced > Information Technology;https://www.linkedin.com/company/tech-tactix-advisory-group/about/;Software e Serviços de TI;;tech tactix advisory group;1;https://www.linkedin.com/jobs/view/4418942786/;https://www.linkedin.com/jobs/view/4418942786/;Remote;Senior, Full Stack;25/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
5;Think Us - It Staff Augmentation;SO 053 - DBA PostgreSQL;América Latina;24/05 14:00;https://www.linkedin.com/jobs/view/4418619664/;https://media.licdn.com/dms/image/v2/C4E0BAQFG0VwM7xyJfA/company-logo_100_100/company-logo_100_100/0/1653516046271?e=1781136000&v=beta&t=97fqrboDiJCDUtCyFL9zmbN9ritHfiE_fNSvBXF9NMA;-;https://www.linkedin.com/company/think-us-it-staff-augmentation/about/;Software e Serviços de TI;;think us - it staff augmentation;1;https://www.linkedin.com/jobs/view/4418619664/;https://www.linkedin.com/jobs/view/4418619664/;Remote;-;25/05/2026;;;;;;América Latina;administrador banco de dados
6;Trustly;Database Administrator;Vitória (ES);24/05 14:00;https://www.linkedin.com/jobs/view/4404125087/;https://media.licdn.com/dms/image/v2/D4D0BAQHA341YiwaGhg/company-logo_100_100/company-logo_100_100/0/1690194366981/trustly_logo?e=1781136000&v=beta&t=qhBniN26sSKX2gpnEBkCI7UZDyr560GtV8ucQASxLg4;-;https://www.linkedin.com/company/trustly/about/;Dados e Analytics;Lever;trustly;1.0;https://www.linkedin.com/jobs/view/4404125087/;https://www.linkedin.com/jobs/view/4404125087/;Remote;-;25/05/2026;Vitoria-Gasteiz;Euskadi;PV;;España;;administrador banco de dados
7;United Hub Digital Solutions;Administrador de Banco de Dados GCP Sênior | Inglês Avançado;Brasil;25/05 05:00;https://www.linkedin.com/jobs/view/4418922703/;https://media.licdn.com/dms/image/v2/D4E0BAQGTeSd9tTdh4g/company-logo_100_100/company-logo_100_100/0/1737899299896/united_hub_digital_logo?e=1781136000&v=beta&t=1Z49wLM-zcZcoR092NQxvXghkQorFAN6YLxhLbxeMCg;-;https://www.linkedin.com/company/united-hub-digital-solutions/about/;Dados e Analytics;;united hub digital solutions;1;https://www.linkedin.com/jobs/view/4418922703/;https://www.linkedin.com/jobs/view/4418922703/;Remote;Inglês Fluente/Avançado, Senior, Cloud (AWS/GCP/Azure), Dados/Analytics;25/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
8;V8.TECH;Administrador de Banco de Dados Postgres /Mysql Pleno;São Paulo (SP);24/05 14:00;https://www.linkedin.com/jobs/view/4415223169/;https://media.licdn.com/dms/image/v2/D4D0BAQHo3u0xxQApOQ/company-logo_100_100/B4DZyU4J7hJoAQ-/0/1772024275112/v8tech_logo?e=1781136000&v=beta&t=fCIwp4xJGDauoOCgWzM-Q3KPBuIA02JJuJ6TZYvu--c;-;https://www.linkedin.com/company/v8-tech/about/;Dados e Analytics;;v8.tech;1.0;https://www.linkedin.com/jobs/view/4415223169/;https://www.linkedin.com/jobs/view/4415223169/;Remote;Mid, Dados/Analytics;25/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;administrador banco de dados
9;innolevels;Administrador de Banco de Dados Big Data  - RJ;Grande Rio de Janeiro (RJ);24/05 14:00;https://www.linkedin.com/jobs/view/4414834245/;https://media.licdn.com/dms/image/v2/C4D0BAQHTJl0dF22boA/company-logo_100_100/company-logo_100_100/0/1662223622824/innolevels_logo?e=1781136000&v=beta&t=d8tNRiRylu5PlxuAf3QpbWRoWJ78eSpg7yZRjM1b5AA;Data & Ai > Data Engineering;https://www.linkedin.com/company/innolevels/about/;Dados e Analytics;www.curriculum.com.br;innolevels;1.0;https://www.linkedin.com/jobs/view/4414834245/;https://www.linkedin.com/jobs/view/4414834245/;Remote;Dados/Analytics;25/05/2026;;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul;administrador banco de dados
10;innolevels;DBA MySQL Sênior  - SP;Grande São Paulo (SP) ;24/05 14:00;https://www.linkedin.com/jobs/view/4414830711/;https://media.licdn.com/dms/image/v2/C4D0BAQHTJl0dF22boA/company-logo_100_100/company-logo_100_100/0/1662223622824/innolevels_logo?e=1781136000&v=beta&t=d8tNRiRylu5PlxuAf3QpbWRoWJ78eSpg7yZRjM1b5AA;-;https://www.linkedin.com/company/innolevels/about/;-;www.curriculum.com.br;innolevels;1.0;https://www.linkedin.com/jobs/view/4414830711/;https://www.linkedin.com/jobs/view/4414830711/;Remote;Senior;25/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;administrador banco de dados
