Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;Ayesa Digital;Coordenador(a) de Banco de Dados;SP;21/05 18:00;https://www.linkedin.com/jobs/view/4414041575/;https://media.licdn.com/dms/image/v2/D4E0BAQE8MnRSGOKTOQ/company-logo_100_100/B4EZyes_tOKsAQ-/0/1772189121741?e=1781136000&v=beta&t=5Pma9YgwC5tAqKrF4O43ZT1Yqq20pexx-VsKfz0Q9x0;Middle > Manager;https://www.linkedin.com/company/ayesa-digital/about/;Dados e Analytics;;ayesa digital;1;https://www.linkedin.com/jobs/view/4414041575/;https://www.linkedin.com/jobs/view/4414041575/;Remote;Mid, Liderança/Gerência, Dados/Analytics;22/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;administrador banco de dados
2;DIGISYSTEM - IT Solutions;Administrador de Banco de Dados - Sênior;Brasília (DF);21/05 22:00;https://www.linkedin.com/jobs/view/4418066267/;https://media.licdn.com/dms/image/v2/D4D0BAQEryLjOgxwxdw/company-logo_100_100/B4DZWKqZq9G8AQ-/0/1741788126994/digisystem_logo?e=1781136000&v=beta&t=wYSeswSeHJSWD1xOC-HuXcHFw_nK9NSkXZFq9WJb1oo;-;https://www.linkedin.com/company/digisystem-it-solutions/about/;Dados e Analytics;Recrutei;digisystem - it solutions;1.0;https://www.linkedin.com/jobs/view/4418066267/;https://www.linkedin.com/jobs/view/4418066267/;Hybrid;Senior, Dados/Analytics;22/05/2026;;Distrito Federal;DF;Região Centro-Oeste;Brasil;América do Sul;administrador banco de dados
3;Dexian;Administrador de banco de dados Oracle | SQL Server (Sênior);São Paulo (SP);22/05 10:00;https://www.linkedin.com/jobs/view/4417145317/;https://media.licdn.com/dms/image/v2/D560BAQGXx9Ix2Tcwqg/company-logo_100_100/company-logo_100_100/0/1738000396255/dexiansolutions_logo?e=1781136000&v=beta&t=kuc5v1xv3Ov7mQSSMuv5mfHNjlawAi65DFZIewKHVC8;-;https://www.linkedin.com/company/dexian/about/;Dados e Analytics;LinkedIn (Easy Apply);dexian;1.0;https://www.linkedin.com/jobs/view/4417145317/;https://www.linkedin.com/jobs/view/4417145317/;Hybrid;Senior, Dados/Analytics;22/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;administrador banco de dados
4;Hire Feed;Database Administrator (Remote);América Latina;22/05 10:00;https://www.linkedin.com/jobs/view/4418137081/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1781136000&v=beta&t=wmIHYSrBRW2K2MKfFEPTdi2tIAUfl2cr1dhM2jF5X9I;-;https://www.linkedin.com/company/hire-feed/about/;Dados e Analytics;LinkedIn (Easy Apply);hire feed;1.0;https://www.linkedin.com/jobs/view/4418137081/;https://www.linkedin.com/jobs/view/4418137081/;Remote;-;22/05/2026;;;;;;América Latina;administrador banco de dados
5;Hire Feed;Database Administrator (Remote);Brasil;22/05 10:00;https://www.linkedin.com/jobs/view/4418114801/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1781136000&v=beta&t=wmIHYSrBRW2K2MKfFEPTdi2tIAUfl2cr1dhM2jF5X9I;-;https://www.linkedin.com/company/hire-feed/about/;Dados e Analytics;LinkedIn (Easy Apply);hire feed;1.0;https://www.linkedin.com/jobs/view/4418114801/;https://www.linkedin.com/jobs/view/4418114801/;Remote;-;22/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
6;NetCarreiras;DBA ORACLE/PEOPLESOFT;Grande São Paulo (SP) ;21/05 19:00;https://www.linkedin.com/jobs/view/4414041865/;https://media.licdn.com/dms/image/v2/C4E0BAQHoJ8uaTknMog/company-logo_100_100/company-logo_100_100/0/1630570916430?e=1781136000&v=beta&t=BtjvDFB54h2kdBn69mcVYgxnpupSp9wlU-K6z57U-8E;-;https://www.linkedin.com/company/netcarreiras/about/;-;www.netcarreiras.com.br;netcarreiras;1.0;https://www.linkedin.com/jobs/view/4414041865/;https://www.linkedin.com/jobs/view/4414041865/;Remote;-;22/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;administrador banco de dados
7;Stefanini Brasil;DBA Infraestrutura;Brasil;22/05 11:00;https://www.linkedin.com/jobs/view/4418124556/;https://media.licdn.com/dms/image/v2/D4D0BAQFOPyOhO4wTTg/company-logo_100_100/company-logo_100_100/0/1719784126380/stefanini_brasil_logo?e=1781136000&v=beta&t=D6cf7uGb0xrLmj5lfr_udwhzU60hdz6lC6SzBOlOoZM;-;https://www.linkedin.com/company/stefanini-brasil/about/;Infraestrutura;Gupy;stefanini brasil;4.0;https://www.linkedin.com/jobs/view/4418124556/;https://www.linkedin.com/jobs/view/4418124556/;Remote;Infraestrutura/Redes;22/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
8;StoneX Group Inc.;Database Administrator Team Lead - Americas & APAC;Grande São Paulo (SP) ;21/05 13:00;https://www.linkedin.com/jobs/view/4414348470/;https://media.licdn.com/dms/image/v2/D4E0BAQGBbnhHpffsHw/company-logo_100_100/company-logo_100_100/0/1735826287839/stonex_group_inc_logo?e=1781136000&v=beta&t=TrhW53MR6o91AMB737H17QChRksjUHGJbqt_kC-TOuc;Leadership > Middle Management > Leader > Team Leader;https://www.linkedin.com/company/stonex-group-inc/about/;Dados e Analytics;;stonex group inc.;1;https://www.linkedin.com/jobs/view/4414348470/;https://www.linkedin.com/jobs/view/4414348470/;Hybrid;Mid, Liderança/Gerência;22/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul;administrador banco de dados
9;Unisys;DBA Oracle Pleno;Brasil;22/05 10:00;https://www.linkedin.com/jobs/view/4414301840/;https://media.licdn.com/dms/image/v2/C4E0BAQGP5PO--smhpQ/company-logo_100_100/company-logo_100_100/0/1669644012632/unisys_logo?e=1781136000&v=beta&t=1jlQalKMSjaS8cEaRUmzwZl1yq7MbXlHxpusNL80lcY;-;https://www.linkedin.com/company/unisys/about/;-;;unisys;1;https://www.linkedin.com/jobs/view/4414301840/;https://www.linkedin.com/jobs/view/4414301840/;Remote;Mid;22/05/2026;;;;;Brasil;América do Sul;administrador banco de dados
10;Unisys;DBA Oracle Pleno.;Rio de Janeiro (RJ);22/05 10:00;https://www.linkedin.com/jobs/view/4418118626/;https://media.licdn.com/dms/image/v2/C4E0BAQGP5PO--smhpQ/company-logo_100_100/company-logo_100_100/0/1669644012632/unisys_logo?e=1781136000&v=beta&t=1jlQalKMSjaS8cEaRUmzwZl1yq7MbXlHxpusNL80lcY;-;https://www.linkedin.com/company/unisys/about/;-;;unisys;1;https://www.linkedin.com/jobs/view/4418118626/;https://www.linkedin.com/jobs/view/4418118626/;On-site;Mid;22/05/2026;Rio de Janeiro;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul;administrador banco de dados
