Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Query Parameters;Company_Match;Score;Platform;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
1;Avalyst - Garantia Digital de Aluguel;Gestora de Contas Customer Growth Executive;Brasil;19/07 00:00;https://www.linkedin.com/jobs/view/4439651289/;https://media.licdn.com/dms/image/v2/D4D0BAQG2adSQ_K6zfA/company-logo_100_100/company-logo_100_100/0/1662384556077/avalyst_logo?e=1785974400&v=beta&t=bM2dcHvQyqtn84CflgdCLheKB3M1CwIFAAWLPh40AOo;-;https://www.linkedin.com/company/avalyst-garantia-digital-de-aluguel/about/;Software e Serviços de TI;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);avalyst - garantia digital de aluguel;1.0;empregos.com.br;https://www.linkedin.com/jobs/view/4439651289/;https://www.linkedin.com/jobs/view/4439651289/;On-site;Liderança/Gerência;19/07/2026;;;;;Brasil;América do Sul
2;Boston Consulting Group (BCG);[Banco de Talentos] Executive Assistant;Agudos (SP);18/07 07:00;https://www.linkedin.com/jobs/view/4433472064/;https://media.licdn.com/dms/image/v2/D4E0BAQFRjmUd2-ll4A/company-logo_100_100/B4EZ50Ww6wG0AM-/0/1780068585403/boston_consulting_group_logo?e=1785974400&v=beta&t=yizCS5STmLjluYZCKCkMcL1Lff28x72n8h5gQtBFpv8;People;https://www.linkedin.com/company/boston-consulting-group-bcg/about/;Consultoria e Assessoria;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);boston consulting group (bcg);4.0;LinkedIn;https://www.linkedin.com/jobs/view/4433472064/;https://www.linkedin.com/jobs/view/4433472064/;On-site;Banco de Talentos, Associate;19/07/2026;Agudos;São Paulo;SP;Região Sudeste;Brasil;América do Sul
3;Boston Consulting Group (BCG);[Banco de Talentos] Executive Assistant;Rio de Janeiro (RJ);18/07 07:00;https://www.linkedin.com/jobs/view/4433464149/;https://media.licdn.com/dms/image/v2/D4E0BAQFRjmUd2-ll4A/company-logo_100_100/B4EZ50Ww6wG0AM-/0/1780068585403/boston_consulting_group_logo?e=1785974400&v=beta&t=yizCS5STmLjluYZCKCkMcL1Lff28x72n8h5gQtBFpv8;People;https://www.linkedin.com/company/boston-consulting-group-bcg/about/;Consultoria e Assessoria;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);boston consulting group (bcg);4.0;LinkedIn;https://www.linkedin.com/jobs/view/4433464149/;https://www.linkedin.com/jobs/view/4433464149/;On-site;Banco de Talentos, Associate;19/07/2026;Rio de Janeiro;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
4;DK Mission Force Pvt. Ltd;Sales Head;Sales (SP);18/07 18:00;https://www.linkedin.com/jobs/view/4442496065/;https://media.licdn.com/dms/image/v2/D4D0BAQHIDfyOl12ncw/company-logo_100_100/B4DZ7kRTIKIIAI-/0/1781946200868/dkmissionforce_logo?e=1785974400&v=beta&t=GkfkpoRh-CM4mML_ADaShxaBI3CQCxOyPNcaL1KJPwM;Leadership > Middle Management > Head;https://www.linkedin.com/company/dk-mission-force-pvt-ltd/about/;Vendas e Suporte;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);dk mission force pvt. ltd;1;;https://www.linkedin.com/jobs/view/4442496065/;https://www.linkedin.com/jobs/view/4442496065/;Remote;Liderança/Gerência, Vendas / Comercial;19/07/2026;Sales;São Paulo;SP;Região Sudeste;Brasil;América do Sul
5;Globaltize;Executive Operations Coordinator;América Latina;18/07 17:00;https://www.linkedin.com/jobs/view/4442493015/;https://media.licdn.com/dms/image/v2/D560BAQE-0GobDYeRfQ/company-logo_100_100/B56ZmoA3KlJwAU-/0/1759460424343/globaltize_logo?e=1785974400&v=beta&t=yigKwQHAFI4dzRJ0_vRxf5Um-QvldGKaGdw1j47D7Lw;-;https://www.linkedin.com/company/globaltize/about/;Software e Serviços de TI;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);globaltize;2.0;;https://www.linkedin.com/jobs/view/4442493015/;https://www.linkedin.com/jobs/view/4442493015/;Remote;Mid;19/07/2026;;;;;;América Latina
6;Green, llc;Chief Technology Officer (CTO);Grande São Paulo (SP) ;19/07 00:00;https://www.linkedin.com/jobs/view/4439650805/;https://media.licdn.com/dms/image/v2/C510BAQE87eri2HYuwA/company-logo_100_100/company-logo_100_100/0/1631357563640?e=1785974400&v=beta&t=ScoVUgpjyvqFXbssj9VZ5y-Dc2R1Yt59uoRk-4_Wmvo;Leadership > C-Level > Executive > CTO;https://www.linkedin.com/company/green-llc/about/;Software e Serviços de TI;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);green, llc;1.0;empregos.com.br;https://www.linkedin.com/jobs/view/4439650805/;https://www.linkedin.com/jobs/view/4439650805/;On-site;TI/Tech;19/07/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
7;Hired;Sales/Account Executive (Remote);América Latina;19/07 04:00;https://www.linkedin.com/jobs/view/4442506696/;https://media.licdn.com/dms/image/v2/D4D0BAQG6dDbCPSmUIg/company-logo_100_100/B4DZ0k8alIKgAQ-/0/1774441311024/hiredddd_logo?e=1785974400&v=beta&t=-zt5S7ccQcSBnoNB1hEqHCM3mhblfC9psqmW60d2BSA;-;https://www.linkedin.com/company/hired/about/;Software e Serviços de TI;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);hired;1.0;jobs.micro1.ai;https://www.linkedin.com/jobs/view/4442506696/;https://www.linkedin.com/jobs/view/4442506696/;Remote;Vendas / Comercial, Executivo de Contas;19/07/2026;;;;;;América Latina
8;Topaz;Business Executive (Experiência Comercial em Vendas de Core Bancario);São Paulo (SP);18/07 07:00;https://www.linkedin.com/jobs/view/4439675237/;https://media.licdn.com/dms/image/v2/D560BAQF_T3K-aJ26kg/company-logo_100_100/company-logo_100_100/0/1719271625524/topazevolution_logo?e=1785974400&v=beta&t=485r0-p2N0P7UY7GmLnHYCTx3PLnx5mBHb8x2k163wM;Leadership > C-Level > Executive > Business Executive;https://www.linkedin.com/company/topaz/about/;Software e Serviços de TI;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);topaz;1.0;Gupy;https://www.linkedin.com/jobs/view/4439675237/;https://www.linkedin.com/jobs/view/4439675237/;On-site;Vendas / Comercial;19/07/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
9;Vix Paula Hermanny;HEAD DE DIGITAL;Grande Rio de Janeiro (RJ);19/07 00:00;https://www.linkedin.com/jobs/view/4439650587/;missing logo;Leadership > Middle Management > Head;https://www.linkedin.com/company/vix-paula-hermanny/about/;Software e Serviços de TI;ceo OR cto OR cio OR c-level OR executive OR head OR (head AND of AND technology) OR (líder AND de AND tecnologia) OR (director AND of AND tecnology) OR (delivery AND director);vix paula hermanny;1.0;;https://www.linkedin.com/jobs/view/4439650587/;https://www.linkedin.com/jobs/view/4439650587/;On-site;Liderança/Gerência, TI/Tech;19/07/2026;;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
