Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Query Parameters;Company_Match;Score;Platform;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
1;Accenture Brasil;Engenheiro de Dados Pleno e Sênior (SQL e PySpark);São Paulo (SP);10/07 18:00;https://www.linkedin.com/jobs/view/4377607523/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1785369600&v=beta&t=NUFR9CkekjScWwOHPv1MAeip1cUur-O_YrBsKvAksqA;-;https://www.linkedin.com/company/accenture-brasil/about/;Dados e Analytics;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);accenture brasil;4.0;LinkedIn;https://www.linkedin.com/jobs/view/4377607523/;https://www.linkedin.com/jobs/view/4377607523/;Remote;Senior, Mid, Dados/Analytics;11/07/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
2;Conquest One;Desenvolvedor Oracle PL/SQL Senior;São Paulo (SP);10/07 19:00;https://www.linkedin.com/jobs/view/4438364558/;https://media.licdn.com/dms/image/v2/C4D0BAQFMtIIFjHfesg/company-logo_100_100/company-logo_100_100/0/1673058147101?e=1785369600&v=beta&t=zDt_s46x3tH2m99CWQtTHK_Uzl7GGPgW26tlqb0mOlU;-;https://www.linkedin.com/company/conquest-one/about/;-;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);conquest one;1.0;LinkedIn (Easy Apply);https://www.linkedin.com/jobs/view/4438364558/;https://www.linkedin.com/jobs/view/4438364558/;Hybrid;Senior, Mid;11/07/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
3;Evertec Brasil;DBA PL | SQL Server;Grande São Paulo (SP) ;10/07 18:00;https://www.linkedin.com/jobs/view/4438317260/;https://media.licdn.com/dms/image/v2/D4D0BAQGG_PyIEk0O0w/company-logo_100_100/B4DZfW8646GkAU-/0/1751657983926/evertecbr_logo?e=1785369600&v=beta&t=UFPFMw9hDc-PjP_4Ju2TKgu5XMOV9-zJBELAnYwQXUo;-;https://www.linkedin.com/company/evertec-brasil/about/;-;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);evertec brasil;1.0;Quickin;https://www.linkedin.com/jobs/view/4438317260/;https://www.linkedin.com/jobs/view/4438317260/;Hybrid;Mid;11/07/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
4;Evertec Brasil;DBA PL | SQL Server;Tupã (SP);11/07 08:00;https://www.linkedin.com/jobs/view/4418289087/;https://media.licdn.com/dms/image/v2/D4D0BAQGG_PyIEk0O0w/company-logo_100_100/B4DZfW8646GkAU-/0/1751657983926/evertecbr_logo?e=1785369600&v=beta&t=UFPFMw9hDc-PjP_4Ju2TKgu5XMOV9-zJBELAnYwQXUo;-;https://www.linkedin.com/company/evertec-brasil/about/;-;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);evertec brasil;1.0;Quickin;https://www.linkedin.com/jobs/view/4418289087/;https://www.linkedin.com/jobs/view/4418289087/;Hybrid;Mid;11/07/2026;Tupã;São Paulo;SP;Região Sudeste;Brasil;América do Sul
5;Hire Feed;SQL Developer (Remote);América Latina;11/07 05:00;https://www.linkedin.com/jobs/view/4439532833/;https://media.licdn.com/dms/image/v2/D4D0BAQEeII6H9qdObQ/company-logo_100_100/B4DZ3OfC9fHwAQ-/0/1777285738853/hirefeedd_logo?e=1785369600&v=beta&t=34uZU3jADxndWBebmiwAy4ZVcBfkN4Zh-MV5ZeMsB70;Advanced > Information Technology;https://www.linkedin.com/company/hire-feed/about/;-;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);hire feed;1.0;jobs.micro1.ai;https://www.linkedin.com/jobs/view/4439532833/;https://www.linkedin.com/jobs/view/4439532833/;Remote;-;11/07/2026;;;;;;América Latina
6;JBS;Analista de Sistemas Sênior (C# e SQL) - JBS;São Paulo (SP);11/07 12:00;https://www.linkedin.com/jobs/view/4428295519/;https://media.licdn.com/dms/image/v2/D4D0BAQGJtja_t-YixQ/company-logo_100_100/company-logo_100_100/0/1697452847932/jbs_logo?e=1785369600&v=beta&t=3c8HLvs9PhX68LqpEc4OrMWOjSmnr4MIBLNAwQoYzPM;Advanced > Specialist;https://www.linkedin.com/company/jbs/about/;Software e Serviços de TI;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);jbs;1.0;Gupy;https://www.linkedin.com/jobs/view/4428295519/;https://www.linkedin.com/jobs/view/4428295519/;On-site;Senior, Associate, TI/Tech;11/07/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
7;M3 USA;Senior Data Engineer (SQL DBA);Grande Rio de Janeiro (RJ);10/07 18:00;https://www.linkedin.com/jobs/view/4397315028/;https://media.licdn.com/dms/image/v2/D560BAQGHvVPa3-nQUg/company-logo_100_100/company-logo_100_100/0/1738874065999/so_net_m3_logo?e=1785369600&v=beta&t=XrYztUQvYDyJ0hpW_fjV5Dnwn3JMCzZLK3dQR4b8sm0;Data & Ai > Data Engineering;https://www.linkedin.com/company/m3-usa/about/;Dados e Analytics;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);m3 usa;1.0;LinkedIn (Easy Apply);https://www.linkedin.com/jobs/view/4397315028/;https://www.linkedin.com/jobs/view/4397315028/;Remote;Senior, Dados/Analytics, Engenharia Geral;11/07/2026;;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
8;Minha Visita;Vaga Back-End — NestJS / GraphQL;Novo Hamburgo (RS);10/07 18:00;https://www.linkedin.com/jobs/view/4435997047/;https://media.licdn.com/dms/image/v2/C4E0BAQEYSPJlXhsgMQ/company-logo_100_100/company-logo_100_100/0/1630608903020/minha_visita_app_logo?e=1785369600&v=beta&t=JrvSbb5f1KchkJwZ0OVI_bBYNVR6WbbvitNP94W3odY;-;https://www.linkedin.com/company/minha-visita/about/;Software e Serviços de TI;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);minha visita;1;;https://www.linkedin.com/jobs/view/4435997047/;https://www.linkedin.com/jobs/view/4435997047/;Hybrid;Backend;11/07/2026;Novo Hamburgo;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul
9;NTT DATA North America;UNIX & SQL Production Support Engineer;Grande São Paulo (SP) ;11/07 08:00;https://www.linkedin.com/jobs/view/4411619599/;https://media.licdn.com/dms/image/v2/D4E0BAQGnoz2X-IxAuw/company-logo_100_100/company-logo_100_100/0/1719840778368/ntt_data_americas_logo?e=1785369600&v=beta&t=NjK6y6ueKrH603bLDfEA_c74BPE7mbEMw9SlSPuCYxY;Advanced > Information Technology;https://www.linkedin.com/company/ntt-data-north-america/about/;Dados e Analytics;postgresql OR mongodb OR redis OR elasticsearch OR sql OR graphql OR (api AND design);ntt data north america;3.0;;https://www.linkedin.com/jobs/view/4411619599/;https://www.linkedin.com/jobs/view/4411619599/;On-site;Engenharia Geral;11/07/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
