Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
1;Aché Laboratórios;Gerente de Produto Pleno (Unidade Dermocosméticos);Grande São Paulo (SP) ;01/05 18:00;https://www.linkedin.com/jobs/view/4409491516/;https://media.licdn.com/dms/image/v2/C4E0BAQEipEC5ogYaSA/company-logo_100_100/company-logo_100_100/0/1631322864347?e=1779321600&v=beta&t=4dOac5NlqSucjXGK9NPEveKJ8hKs0MYHSEWqfr6qbV4;Middle > Manager;https://www.linkedin.com/company/ach-laborat-rios/about/;Fashion & Beauty;LinkedIn (Easy Apply);aché laboratórios;2.0;https://www.linkedin.com/jobs/view/4409491516/;https://www.linkedin.com/jobs/view/4409491516/;Hybrid;Mid, Liderança/Gerência;02/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
2;Goodwork;Senior Product Designer 🏦📱🎨 (US Fintech Startup | Product Designer, UI/UX Designer, | Product Design, Social Content, Ad Creative | Figma, Claude, JIRA, Mixpanel, Slack | Remote);Brasil;01/05 15:00;https://www.linkedin.com/jobs/view/4407929996/;https://media.licdn.com/dms/image/v2/D4D0BAQFWgXFRgyvlQA/company-logo_100_100/company-logo_100_100/0/1719256657012/hiregoodworker_logo?e=1779321600&v=beta&t=YPuZDbBKROgiJzp9G9K409GxKOHIw_vs--F7hbBuTF8;Produtos > Customer Experience;https://www.linkedin.com/company/goodwork/about/;Finance;tkwfx7fa8ml.typeform.com;goodwork;1.0;https://www.linkedin.com/jobs/view/4407929996/;https://tkwfx7fa8ml.typeform.com/FTM04-BR?typeform-source=www.linkedin.com;Remote;Senior, TI/Tech;02/05/2026;;;;;Brasil;América do Sul
3;Joblet-AI;Senior Product Manager;Brasil;01/05 10:00;https://www.linkedin.com/jobs/view/4409598033/;https://media.licdn.com/dms/image/v2/D560BAQERA_lImGq6Pg/company-logo_100_100/B56Z13MdyVKkAQ-/0/1775821250353/joblet_ai_logo?e=1779321600&v=beta&t=GP0XJGTdi90fzofZM_ITSW9YOzYc3Zj70yCl37hNA0Y;Produtos > Product Manager;https://www.linkedin.com/company/joblet-ai/about/;Marketing;LinkedIn (Easy Apply);joblet-ai;1.0;https://www.linkedin.com/jobs/view/4409598033/;https://www.linkedin.com/jobs/view/4409598033/;Remote;Senior, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;Brasil;América do Sul
4;Jobs Ai;AI Product Manager (Remote);América Latina;01/05 10:00;https://www.linkedin.com/jobs/view/4409436037/;https://media.licdn.com/dms/image/v2/D560BAQEeXjvtRvoV1w/company-logo_100_100/B56Z0gEWqLKsAQ-/0/1774359506020/hirewaveee_logo?e=1779321600&v=beta&t=O_Zuk1gEUGegfKwQRcDWBt1Ax0Z2hNCRo6O3BLAT3Ok;Produtos > Product Manager;https://www.linkedin.com/company/jobs-ai/about/;Marketing;LinkedIn (Easy Apply);jobs ai;1.0;https://www.linkedin.com/jobs/view/4409436037/;https://www.linkedin.com/jobs/view/4409436037/;Remote;Inteligência Artificial, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;;América Latina
5;Jobs Ai;AI Product Manager (Remote);Brasil;02/05 07:00;https://www.linkedin.com/jobs/view/4409586533/;https://media.licdn.com/dms/image/v2/D560BAQEeXjvtRvoV1w/company-logo_100_100/B56Z0gEWqLKsAQ-/0/1774359506020/hirewaveee_logo?e=1779321600&v=beta&t=O_Zuk1gEUGegfKwQRcDWBt1Ax0Z2hNCRo6O3BLAT3Ok;Produtos > Product Manager;https://www.linkedin.com/company/jobs-ai/about/;Marketing;LinkedIn (Easy Apply);jobs ai;1.0;https://www.linkedin.com/jobs/view/4409586533/;https://www.linkedin.com/jobs/view/4409586533/;Remote;Inteligência Artificial, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;;;;;Brasil;América do Sul
6;Serasa Experian;Product Manager Senior;São Paulo (SP);02/05 07:00;https://www.linkedin.com/jobs/view/4400602885/;https://media.licdn.com/dms/image/v2/D4D0BAQGW4EB1A1aUYQ/company-logo_100_100/B4DZyL2uQ_IUAY-/0/1771872904949/serasaexperian_logo?e=1779321600&v=beta&t=xHVNJjBwzuUfnERtBIBEH9_VTaRViwaQ1sPFc7NdBeg;Produtos > Product Manager;https://www.linkedin.com/company/serasa-experian/about/;Marketing;Smartrecruiters;serasa experian;4.0;https://www.linkedin.com/jobs/view/4400602885/;https://jobs.smartrecruiters.com/Experian/744000120040277-product-manager-senior?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73;Hybrid;Senior, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
