Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent;Keywords
1;1GLOBAL;Golang Software Engineer - São Paulo Based;São Paulo (SP);08/05 11:00;https://www.linkedin.com/jobs/view/4411393601/;https://media.licdn.com/dms/image/v2/D4E0BAQEcWkLeij3rJw/company-logo_100_100/company-logo_100_100/0/1693561970417/1global_logo?e=1779926400&v=beta&t=YeYY_pe48KElaB9D285Tn8RgN8GkIqtPFxvELeVCNPU;Advanced > Information Technology;https://www.linkedin.com/company/1global/about/;Marketing e Publicidade Marketing;;1global;1.0;https://www.linkedin.com/jobs/view/4411393601/;https://www.linkedin.com/jobs/view/4411393601/;Hybrid;TI/Tech, Engenharia Geral;09/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
2;AGX Software;Vaga Presencial em Sorocaba/SP Desenvolvedor;Sorocaba (SP);08/05 17:00;https://www.linkedin.com/jobs/view/4411758456/;https://media.licdn.com/dms/image/v2/C4D0BAQHngns-O3tlPw/company-logo_100_100/company-logo_100_100/0/1630574505028/agx_software_logo?e=1779926400&v=beta&t=YsGZiBIHcrIysdyH_fw2fO52Xf_ySBPT--mvOugChOk;-;https://www.linkedin.com/company/agx-software/about/;Marketing e Publicidade Marketing;;agx software;1;https://www.linkedin.com/jobs/view/4411758456/;https://www.linkedin.com/jobs/view/4411758456/;On-site;-;09/05/2026;Sorocaba;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
3;AI/R Everymind;Salesforce Developer;Brasil;08/05 17:00;https://www.linkedin.com/jobs/view/4411396581/;https://media.licdn.com/dms/image/v2/D4D0BAQHaE_fNTrzNwQ/company-logo_100_100/B4DZ2cQ8srJgAQ-/0/1776443182388/everymind_uol_logo?e=1779926400&v=beta&t=uopUMg3L6blgsQaMEwcRDNg9TtL8VM2snjLGOqnAge8;Advanced > Information Technology;https://www.linkedin.com/company/ai-r-everymind/about/;Inteligência Artificial;;ai/r everymind;1;https://www.linkedin.com/jobs/view/4411396581/;https://www.linkedin.com/jobs/view/4411396581/;Remote;Salesforce/CRM, Vendas / Comercial;09/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
4;AIESEC no Brasil;Intercâmbio de Estágio em Desenvolvimento C++ | Alemanha;Florianópolis (SC);08/05 02:00;https://www.linkedin.com/jobs/view/4409625698/;https://media.licdn.com/dms/image/v2/C4E0BAQEhlBvD38ZJhA/company-logo_100_100/company-logo_100_100/0/1630616431901/aiesec_brasil_logo?e=1779926400&v=beta&t=iZiVuyRjJJnSGAPHr_JZGsl3DhvnHB3GNm3dfx5S19c;-;https://www.linkedin.com/company/aiesec-no-brasil/about/;Inteligência Artificial;LinkedIn (Easy Apply);aiesec no brasil;1.0;https://www.linkedin.com/jobs/view/4409625698/;https://www.linkedin.com/jobs/view/4409625698/;On-site;Intern;09/05/2026;Florianópolis;Santa Catarina;SC;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
5;ANDRITZ;Analista Automação Digitalização III;Porto Alegre (RS);08/05 02:00;https://www.linkedin.com/jobs/view/4411804401/;https://media.licdn.com/dms/image/v2/C4D0BAQFaniq8UCGInQ/company-logo_100_100/company-logo_100_100/0/1631370408031/andritz_logo?e=1779926400&v=beta&t=aWJrgtgOBU9MeZMi9wOYOZUKXfiS-K_iYAd8FkG5eq0;Advanced > Process & Automation;https://www.linkedin.com/company/andritz/about/;Marketing e Publicidade Marketing;careers.andritz.com;andritz;3.0;https://www.linkedin.com/jobs/view/4411804401/;https://www.linkedin.com/jobs/view/4411804401/;Remote;Associate, TI/Tech;09/05/2026;Porto Alegre;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul;engenheiro tecnologia da informação
6;ATRA;Trainee Engenheiro de Data Analytics & AI;São Paulo (SP);08/05 15:00;https://www.linkedin.com/jobs/view/4411743459/;https://media.licdn.com/dms/image/v2/C4E0BAQF1SilRR3FkfQ/company-logo_100_100/company-logo_100_100/0/1630576287271/atra_informatica_logo?e=1779926400&v=beta&t=g8SNxZt9JjdGi0jiCbuct2hmozd5T4waX9cELmthi08;Data & Ai > Data Engineering;https://www.linkedin.com/company/atra/about/;Dados e Analytics;;atra;1;https://www.linkedin.com/jobs/view/4411743459/;https://www.linkedin.com/jobs/view/4411743459/;Hybrid;Inteligência Artificial, Intern, Dados/Analytics;09/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
7;AXIA Energia;Site Manager LT e SE;Rio de Janeiro (RJ);08/05 19:00;https://www.linkedin.com/jobs/view/4411769947/;https://media.licdn.com/dms/image/v2/D4D0BAQH6a4cGr1tuWQ/company-logo_100_100/B4DZoMkDQ4JIAQ-/0/1761147369272?e=1779926400&v=beta&t=BN07_JKAwwNT_vRAuO2Bcu2R9Pybj7ol8ADqTPYJXeQ;Middle > Manager;https://www.linkedin.com/company/axia-energia/about/;Energia e Combustíveis;Gupy;axia energia;1.0;https://www.linkedin.com/jobs/view/4411769947/;https://www.linkedin.com/jobs/view/4411769947/;On-site;Liderança/Gerência;09/05/2026;Rio de Janeiro;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
8;Accenture Brasil;"Desenvolvedores; Arquitetos e Consultores em Salesforce Industries (Vlocity)";São Paulo (SP);08/05 02:00;https://www.linkedin.com/jobs/view/4410870180/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Architecture;https://www.linkedin.com/company/accenture-brasil/about/;Marketing e Publicidade Marketing;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4410870180/;https://www.linkedin.com/jobs/view/4410870180/;Hybrid;Consultor, Salesforce/CRM, Vendas / Comercial;09/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
9;Accenture Brasil;Engenheiro(a) de Dados Cloud - Sênior;São Paulo (SP);08/05 20:00;https://www.linkedin.com/jobs/view/4393044878/;https://media.licdn.com/dms/image/v2/D4D0BAQFxYk90aqWMqA/company-logo_100_100/company-logo_100_100/0/1727873248436/accenturebrasil_logo?e=1779926400&v=beta&t=XcdDL2fjstq7R8Cr3YGme1Q1sE3INvTX0ftjTDRHJqY;Specific > Cloud;https://www.linkedin.com/company/accenture-brasil/about/;Dados e Analytics;www.accenture.com;accenture brasil;4.0;https://www.linkedin.com/jobs/view/4393044878/;https://www.linkedin.com/jobs/view/4393044878/;Remote;Senior, Dados/Analytics;09/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
10;Acerto;Pessoa Desenvolvedora Backend Sênior;Brasil;08/05 14:00;https://www.linkedin.com/jobs/view/4401109672/;https://media.licdn.com/dms/image/v2/D4D0BAQHf5WS_qqO9Fw/company-logo_100_100/company-logo_100_100/0/1738695557158/acertonegocie_logo?e=1779926400&v=beta&t=4owmuDyJJAMEUigEUUNxlnzRRFIDnipaa9H36rybCU8;-;https://www.linkedin.com/company/acerto/about/;Marketing e Publicidade Marketing;;acerto;1.0;https://www.linkedin.com/jobs/view/4401109672/;https://www.linkedin.com/jobs/view/4401109672/;Remote;PCD / Afirmativa, Senior, Backend;09/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
11;Advocacia Michelini;Especialista em n8n e automações;Piracicaba (SP);08/05 17:00;https://www.linkedin.com/jobs/view/4411753624/;https://media.licdn.com/dms/image/v2/D4D0BAQE68yVpzeKGsA/company-logo_100_100/B4DZu9BQGTJkAQ-/0/1768402781122?e=1779926400&v=beta&t=IYUH-XaEMgTYDCB7N3c3Dk4iB8cPn2YOxctx4A0yqfw;Advanced > Specialist;https://www.linkedin.com/company/advocacia-michelini/about/;Jurídico;;advocacia michelini;1;https://www.linkedin.com/jobs/view/4411753624/;https://www.linkedin.com/jobs/view/4411753624/;On-site;Specialist;09/05/2026;Piracicaba;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
12;Adyen;Java Engineer (Affirmative Action for Women);São José dos Campos (SP);08/05 07:00;https://www.linkedin.com/jobs/view/4277924111/;https://media.licdn.com/dms/image/v2/D4E0BAQGkcf7qKLd6mQ/company-logo_100_100/B4EZpKb3XwKkAc-/0/1762185410414/adyen_logo?e=1779926400&v=beta&t=dCvEVm04tdc7l5Fq6pgO9YyATE7RlYrCWERBawPmNnU;Advanced > Information Technology;https://www.linkedin.com/company/adyen/about/;Marketing e Publicidade Marketing;Greenhouse;adyen;1.0;https://www.linkedin.com/jobs/view/4277924111/;https://www.linkedin.com/jobs/view/4277924111/;On-site;Engenharia Geral;09/05/2026;São José dos Campos;São Paulo;SP;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
13;AgileEngine;Software Engineer (Senior) ID51942;Belo Horizonte (MG);08/05 04:00;https://www.linkedin.com/jobs/view/4411397000/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Advanced > Information Technology;https://www.linkedin.com/company/agileengine/about/;Marketing e Publicidade Marketing;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4411397000/;https://www.linkedin.com/jobs/view/4411397000/;Remote;Senior, TI/Tech, Engenharia Geral;09/05/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul;engenheiro tecnologia da informação
14;AgileEngine;Mobile Engineer (Android);Brasil;08/05 20:00;https://www.linkedin.com/jobs/view/4411784389/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Advanced > Information Technology;https://www.linkedin.com/company/agileengine/about/;Marketing e Publicidade Marketing;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4411784389/;https://www.linkedin.com/jobs/view/4411784389/;Remote;Engenharia Geral;09/05/2026;;;;;Brasil;América do Sul;engenheiro tecnologia da informação
15;AgileEngine;Software Engineer (Senior) ID51942;Brasília (DF);08/05 04:00;https://www.linkedin.com/jobs/view/4411383167/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7XPrwqjYLg/company-logo_100_100/company-logo_100_100/0/1693840967446/agileengine_logo?e=1779926400&v=beta&t=ve1RHaSbZ_iul-ylxwTEsupT20tXnVqIdsi7x3Xp7RQ;Advanced > Information Technology;https://www.linkedin.com/company/agileengine/about/;Marketing e Publicidade Marketing;Zohorecruit;agileengine;1.0;https://www.linkedin.com/jobs/view/4411383167/;https://www.linkedin.com/jobs/view/4411383167/;Remote;Senior, TI/Tech, Engenharia Geral;09/05/2026;;Distrito Federal;DF;Região Centro-Oeste;Brasil;América do Sul;engenheiro tecnologia da informação
